c,fixed_mean,fixed_std,learned_mean,learned_std
0.25,0.00022524426242398476,0.0001224642466980292,0.00012440587829587457,7.409995155747714e-05
0.5,0.00022524426242398476,0.0001224642466980292,0.00012670292250049897,7.970228619083819e-05
0.9,0.00022524426242398476,0.0001224642466980292,0.00012762807233457352,8.11838603449922e-05
