method,instance,rel_error,merit
fixed-warped-FBHF,15,6.906867383804638e-06,4.817424041902996e-07
fixed-warped-FBHF,16,8.382759915548377e-06,1.9312516030822735e-07
fixed-warped-FBHF,17,7.98267046775436e-06,7.960775292303879e-07
fixed-warped-FBHF,18,7.660706614842638e-06,2.9286044878062967e-07
fixed-warped-FBHF,19,8.453230293525849e-06,1.7340657620934508e-07
fixed-warped-FBHF,20,7.533127245551441e-06,6.869797744002426e-07
fixed-warped-FBHF,21,8.275329491880257e-06,4.321670132867439e-07
fixed-warped-FBHF,22,7.856840056774672e-06,6.984453762015619e-07
fixed-warped-FBHF,23,8.321850145875942e-06,7.943860396153468e-07
fixed-warped-FBHF,24,8.088293725450058e-06,2.881465377413406e-07
fixed-warped-FBHF,25,7.688699042773806e-06,1.5474869030640548e-07
fixed-warped-FBHF,26,6.9890033955744e-06,2.9490314545910223e-07
fixed-warped-FBHF,27,8.083230568445288e-06,3.227863487609284e-07
fixed-warped-FBHF,28,7.565902251371881e-06,2.109325123456074e-07
fixed-warped-FBHF,29,8.24808648758335e-06,6.20607409018703e-07
fixed-warped-FBHF,30,8.138518751366064e-06,9.525644486529927e-07
fixed-warped-FBHF,31,7.993152394192293e-06,8.494120606883371e-07
fixed-warped-FBHF,32,7.845097570680082e-06,3.90677655559557e-07
fixed-warped-FBHF,33,8.015000275918283e-06,5.340912707652024e-07
fixed-warped-FBHF,34,7.320684744627215e-06,3.6941796111022995e-07
fixed-warped-FBHF,35,7.985448974068277e-06,2.562277643392008e-07
fixed-warped-FBHF,36,7.90572721598437e-06,7.933521146696876e-07
fixed-warped-FBHF,37,7.560944595752517e-06,5.456003009385313e-07
fixed-warped-FBHF,38,8.117734978441149e-06,3.864880397941306e-07
fixed-warped-FBHF,39,7.767923307255842e-06,2.6689332344176364e-07
fixed-warped-FBHF,40,7.795214514771942e-06,3.139957982511987e-07
fixed-warped-FBHF,41,6.955370736250188e-06,1.0312280664948048e-06
fixed-warped-FBHF,42,8.076277481450234e-06,1.1704836424542009e-06
fixed-warped-FBHF,43,7.932442713354249e-06,3.0999842692835955e-07
fixed-warped-FBHF,44,7.539683338109171e-06,1.9300631493024412e-07
fixed-warped-FBHF,45,7.905017810116988e-06,8.220282552429126e-07
fixed-warped-FBHF,46,7.469181582564488e-06,1.0138788866242976e-06
fixed-warped-FBHF,47,7.767673196212854e-06,8.759290608395531e-07
fixed-warped-FBHF,48,7.976313099788968e-06,6.306874524852901e-07
fixed-warped-FBHF,49,7.800063940521795e-06,4.795630275111762e-07
fixed-warped-FBHF,50,7.66021003073547e-06,2.50731488904421e-07
fixed-warped-FBHF,51,7.743485184619203e-06,2.4953266120064654e-07
fixed-warped-FBHF,52,8.036758117668796e-06,3.675138202652306e-07
fixed-warped-FBHF,53,8.47635692480253e-06,2.3134548143843858e-07
fixed-warped-FBHF,54,7.697620276303496e-06,3.8361019960575504e-07
fixed-warped-FBHF,55,7.932620974315796e-06,2.1176410314183158e-07
