data,blur,noise,c,method,image_index,oracle_K,rel_primal_error_K
real,train,train,0.5,Condat-Vu/PDHG,62,3999,8.119728590827435e-05
real,train,train,0.5,Condat-Vu/PDHG,63,3999,2.716931157920044e-05
synthetic,train,train,0.5,plain-FBHF,0,4000,0.0021461411379277706
synthetic,train,train,0.5,plain-FBHF,1,4000,0.0024948876816779375
synthetic,train,train,0.5,plain-FBHF,2,4000,0.027695082128047943
synthetic,train,train,0.5,plain-FBHF,3,4000,0.004112726077437401
synthetic,train,train,0.5,plain-FBHF,4,4000,0.0037832960952073336
synthetic,train,train,0.5,plain-FBHF,5,4000,0.026668719947338104
synthetic,train,train,0.5,plain-FBHF,6,4000,0.0006721117533743382
synthetic,train,train,0.5,plain-FBHF,7,4000,0.0024029496125876904
synthetic,train,train,0.5,plain-FBHF,8,4000,0.00855596736073494
synthetic,train,train,0.5,plain-FBHF,9,4000,0.00311393104493618
synthetic,train,train,0.5,plain-FBHF,10,4000,0.016540514305233955
synthetic,train,train,0.5,plain-FBHF,11,4000,0.004890803713351488
synthetic,train,train,0.5,plain-FBHF,12,4000,0.002597528975456953
synthetic,train,train,0.5,plain-FBHF,13,4000,0.007644071709364653
synthetic,train,train,0.5,plain-FBHF,14,4000,0.01484381128102541
synthetic,train,train,0.5,plain-FBHF,15,4000,0.03558436036109924
synthetic,train,train,0.5,plain-FBHF,16,4000,0.005208831280469894
synthetic,train,train,0.5,plain-FBHF,17,4000,0.0058995638974010944
synthetic,train,train,0.5,plain-FBHF,18,4000,0.0026885762345045805
synthetic,train,train,0.5,plain-FBHF,19,4000,0.021062267944216728
synthetic,train,train,0.5,plain-FBHF,20,4000,0.007289375178515911
synthetic,train,train,0.5,plain-FBHF,21,4000,0.017673881724476814
synthetic,train,train,0.5,plain-FBHF,22,4000,0.00913305301219225
synthetic,train,train,0.5,plain-FBHF,23,4000,0.003981165122240782
synthetic,train,train,0.5,plain-FBHF,24,4000,0.003043991979211569
synthetic,train,train,0.5,plain-FBHF,25,4000,0.003958331421017647
synthetic,train,train,0.5,plain-FBHF,26,4000,0.034023184329271317
synthetic,train,train,0.5,plain-FBHF,27,4000,0.006197006907314062
synthetic,train,train,0.5,plain-FBHF,28,4000,0.004150789231061935
synthetic,train,train,0.5,plain-FBHF,29,4000,0.0050767590291798115
synthetic,train,train,0.5,plain-FBHF,30,4000,0.016514478251338005
synthetic,train,train,0.5,plain-FBHF,31,4000,0.007684128358960152
synthetic,train,train,0.5,plain-FBHF,32,4000,0.01093707513064146
synthetic,train,train,0.5,plain-FBHF,33,4000,0.002207502955570817
synthetic,train,train,0.5,plain-FBHF,34,4000,0.0045737880282104015
synthetic,train,train,0.5,plain-FBHF,35,4000,0.003289678366854787
synthetic,train,train,0.5,plain-FBHF,36,4000,0.0013233679346740246
synthetic,train,train,0.5,plain-FBHF,37,4000,0.008766354992985725
synthetic,train,train,0.5,plain-FBHF,38,4000,0.012744763866066933
synthetic,train,train,0.5,plain-FBHF,39,4000,0.000884954584762454
synthetic,train,train,0.5,plain-FBHF,40,4000,0.005549665540456772
synthetic,train,train,0.5,plain-FBHF,41,4000,0.002112011890858412
synthetic,train,train,0.5,plain-FBHF,42,4000,0.0016797404969111085
synthetic,train,train,0.5,plain-FBHF,43,4000,0.0028823798056691885
synthetic,train,train,0.5,plain-FBHF,44,4000,0.0034013756085187197
synthetic,train,train,0.5,plain-FBHF,45,4000,0.0014247966464608908
synthetic,train,train,0.5,plain-FBHF,46,4000,0.0027357868384569883
synthetic,train,train,0.5,plain-FBHF,47,4000,0.0020316834561526775
synthetic,train,train,0.5,plain-FBHF,48,4000,0.0021561067551374435
synthetic,train,train,0.5,plain-FBHF,49,4000,0.0012094407575204968
synthetic,train,train,0.5,plain-FBHF,50,4000,0.0027131368406116962
synthetic,train,train,0.5,plain-FBHF,51,4000,0.002834134269505739
synthetic,train,train,0.5,plain-FBHF,52,4000,0.001268942840397358
synthetic,train,train,0.5,plain-FBHF,53,4000,0.0018840542761608958
synthetic,train,train,0.5,plain-FBHF,54,4000,0.004463660065084696
synthetic,train,train,0.5,plain-FBHF,55,4000,0.005211465060710907
synthetic,train,train,0.5,plain-FBHF,56,4000,0.0020187506452202797
synthetic,train,train,0.5,plain-FBHF,57,4000,0.0036084826570004225
synthetic,train,train,0.5,plain-FBHF,58,4000,0.005908808670938015
synthetic,train,train,0.5,plain-FBHF,59,4000,0.0020960140973329544
synthetic,train,train,0.5,plain-FBHF,60,4000,0.009703800082206726
synthetic,train,train,0.5,plain-FBHF,61,4000,0.0018903129966929555
synthetic,train,train,0.5,plain-FBHF,62,4000,0.00288068107329309
synthetic,train,train,0.5,plain-FBHF,63,4000,0.0009948158403858542
synthetic,train,train,0.5,line-search-FBHF,0,4526,0.002413368783891201
synthetic,train,train,0.5,line-search-FBHF,1,4526,0.0023138110991567373
synthetic,train,train,0.5,line-search-FBHF,2,4526,0.029874173924326897
synthetic,train,train,0.5,line-search-FBHF,3,4526,0.004771163687109947
synthetic,train,train,0.5,line-search-FBHF,4,4526,0.004364066291600466
synthetic,train,train,0.5,line-search-FBHF,5,4526,0.02931857481598854
synthetic,train,train,0.5,line-search-FBHF,6,4526,0.00016430344840046018
synthetic,train,train,0.5,line-search-FBHF,7,4526,0.002743565011769533
synthetic,train,train,0.5,line-search-FBHF,8,4526,0.009536118246614933
synthetic,train,train,0.5,line-search-FBHF,9,4526,0.003418710781261325
synthetic,train,train,0.5,line-search-FBHF,10,4526,0.01799837313592434
synthetic,train,train,0.5,line-search-FBHF,11,4526,0.007498300634324551
synthetic,train,train,0.5,line-search-FBHF,12,4526,0.0029787158127874136
synthetic,train,train,0.5,line-search-FBHF,13,4526,0.00883618462830782
synthetic,train,train,0.5,line-search-FBHF,14,4526,0.01683458313345909
synthetic,train,train,0.5,line-search-FBHF,15,4526,0.03869101405143738
synthetic,train,train,0.5,line-search-FBHF,16,4526,0.005732264835387468
synthetic,train,train,0.5,line-search-FBHF,17,4526,0.006564210634678602
synthetic,train,train,0.5,line-search-FBHF,18,4526,0.0029853000305593014
synthetic,train,train,0.5,line-search-FBHF,19,4526,0.02239924669265747
synthetic,train,train,0.5,line-search-FBHF,20,4526,0.00790279358625412
synthetic,train,train,0.5,line-search-FBHF,21,4526,0.020661357790231705
synthetic,train,train,0.5,line-search-FBHF,22,4526,0.00965902116149664
synthetic,train,train,0.5,line-search-FBHF,23,4526,0.005263727158308029
synthetic,train,train,0.5,line-search-FBHF,24,4526,0.0033805505372583866
synthetic,train,train,0.5,line-search-FBHF,25,4526,0.004443468991667032
synthetic,train,train,0.5,line-search-FBHF,26,4526,0.03642883896827698
synthetic,train,train,0.5,line-search-FBHF,27,4526,0.007378500886261463
synthetic,train,train,0.5,line-search-FBHF,28,4526,0.004966687876731157
synthetic,train,train,0.5,line-search-FBHF,29,4526,0.005908194463700056
synthetic,train,train,0.5,line-search-FBHF,30,4526,0.01771489530801773
synthetic,train,train,0.5,line-search-FBHF,31,4526,0.008464012295007706
synthetic,train,train,0.5,line-search-FBHF,32,4526,0.01178010180592537
synthetic,train,train,0.5,line-search-FBHF,33,4526,0.00234727724455297
synthetic,train,train,0.5,line-search-FBHF,34,4526,0.005041252821683884
synthetic,train,train,0.5,line-search-FBHF,35,4526,0.003742843633517623
synthetic,train,train,0.5,line-search-FBHF,36,4526,0.0012936809798702598
synthetic,train,train,0.5,line-search-FBHF,37,4526,0.009789792820811272
synthetic,train,train,0.5,line-search-FBHF,38,4526,0.01389453187584877
synthetic,train,train,0.5,line-search-FBHF,39,4526,0.0009079055744223297
synthetic,train,train,0.5,line-search-FBHF,40,4526,0.0062298886477947235
synthetic,train,train,0.5,line-search-FBHF,41,4526,0.0022769691422581673
synthetic,train,train,0.5,line-search-FBHF,42,4526,0.0014473168412223458
synthetic,train,train,0.5,line-search-FBHF,43,4526,0.0033362044487148523
synthetic,train,train,0.5,line-search-FBHF,44,4526,0.003730668453499675
synthetic,train,train,0.5,line-search-FBHF,45,4526,0.0013566422276198864
synthetic,train,train,0.5,line-search-FBHF,46,4526,0.003743076464161277
synthetic,train,train,0.5,line-search-FBHF,47,4526,0.0019189032027497888
synthetic,train,train,0.5,line-search-FBHF,48,4526,0.002441650489345193
synthetic,train,train,0.5,line-search-FBHF,49,4526,0.001295549445785582
synthetic,train,train,0.5,line-search-FBHF,50,4526,0.003415552666410804
synthetic,train,train,0.5,line-search-FBHF,51,4526,0.0031721494160592556
synthetic,train,train,0.5,line-search-FBHF,52,4526,0.0006145155057311058
synthetic,train,train,0.5,line-search-FBHF,53,4526,0.0016182669205591083
synthetic,train,train,0.5,line-search-FBHF,54,4526,0.004858169239014387
synthetic,train,train,0.5,line-search-FBHF,55,4526,0.005804139655083418
synthetic,train,train,0.5,line-search-FBHF,56,4526,0.0008853647741489112
synthetic,train,train,0.5,line-search-FBHF,57,4526,0.0032174070365726948
synthetic,train,train,0.5,line-search-FBHF,58,4526,0.00622168043628335
synthetic,train,train,0.5,line-search-FBHF,59,4526,0.00247550499625504
synthetic,train,train,0.5,line-search-FBHF,60,4526,0.01135526318103075
synthetic,train,train,0.5,line-search-FBHF,61,4526,0.0021813332568854094
synthetic,train,train,0.5,line-search-FBHF,62,4526,0.0036658791359514
synthetic,train,train,0.5,line-search-FBHF,63,4526,0.000648875255137682
synthetic,train,train,0.5,fixed-precond,0,4000,0.0014142144937068224
synthetic,train,train,0.5,fixed-precond,1,4000,0.0015015725512057543
synthetic,train,train,0.5,fixed-precond,2,4000,0.0018440489657223225
synthetic,train,train,0.5,fixed-precond,3,4000,0.0016232848865911365
synthetic,train,train,0.5,fixed-precond,4,4000,0.0007335934205912054
synthetic,train,train,0.5,fixed-precond,5,4000,0.002301718108355999
synthetic,train,train,0.5,fixed-precond,6,4000,0.0008420429658144712
synthetic,train,train,0.5,fixed-precond,7,4000,0.0011919511016458273
synthetic,train,train,0.5,fixed-precond,8,4000,0.0009899346623569727
synthetic,train,train,0.5,fixed-precond,9,4000,0.0012298461515456438
synthetic,train,train,0.5,fixed-precond,10,4000,0.0020254894625395536
synthetic,train,train,0.5,fixed-precond,11,4000,0.0015871317591518164
synthetic,train,train,0.5,fixed-precond,12,4000,0.001824181410484016
synthetic,train,train,0.5,fixed-precond,13,4000,0.0017329886322841048
synthetic,train,train,0.5,fixed-precond,14,4000,0.0014832168817520142
synthetic,train,train,0.5,fixed-precond,15,4000,0.0013872694689780474
synthetic,train,train,0.5,fixed-precond,16,4000,0.0014561775606125593
synthetic,train,train,0.5,fixed-precond,17,4000,0.0015662736259400845
synthetic,train,train,0.5,fixed-precond,18,4000,0.0013107993872836232
synthetic,train,train,0.5,fixed-precond,19,4000,0.002632473362609744
synthetic,train,train,0.5,fixed-precond,20,4000,0.0008515076478943229
synthetic,train,train,0.5,fixed-precond,21,4000,0.0009463163441978395
synthetic,train,train,0.5,fixed-precond,22,4000,0.001914706896059215
synthetic,train,train,0.5,fixed-precond,23,4000,0.002310575218871236
synthetic,train,train,0.5,fixed-precond,24,4000,0.0030039376579225063
synthetic,train,train,0.5,fixed-precond,25,4000,0.0013311189832165837
synthetic,train,train,0.5,fixed-precond,26,4000,0.0031921439804136753
synthetic,train,train,0.5,fixed-precond,27,4000,0.0011937851086258888
synthetic,train,train,0.5,fixed-precond,28,4000,0.0018844949081540108
synthetic,train,train,0.5,fixed-precond,29,4000,0.0016914396546781063
synthetic,train,train,0.5,fixed-precond,30,4000,0.0025421082973480225
synthetic,train,train,0.5,fixed-precond,31,4000,0.0019183141412213445
synthetic,train,train,0.5,fixed-precond,32,4000,0.002063496271148324
synthetic,train,train,0.5,fixed-precond,33,4000,0.0009265979169867933
synthetic,train,train,0.5,fixed-precond,34,4000,0.002325982553884387
synthetic,train,train,0.5,fixed-precond,35,4000,0.0007490049465559423
synthetic,train,train,0.5,fixed-precond,36,4000,0.001008003600873053
synthetic,train,train,0.5,fixed-precond,37,4000,0.0011675668647512794
synthetic,train,train,0.5,fixed-precond,38,4000,0.002558426931500435
synthetic,train,train,0.5,fixed-precond,39,4000,0.0005519997794181108
synthetic,train,train,0.5,fixed-precond,40,4000,0.0010807928629219532
synthetic,train,train,0.5,fixed-precond,41,4000,0.0007214641664177179
synthetic,train,train,0.5,fixed-precond,42,4000,0.001494289725087583
synthetic,train,train,0.5,fixed-precond,43,4000,0.0008729092078283429
synthetic,train,train,0.5,fixed-precond,44,4000,0.0013859968166798353
synthetic,train,train,0.5,fixed-precond,45,4000,0.0012547855731099844
synthetic,train,train,0.5,fixed-precond,46,4000,0.0013205211143940687
synthetic,train,train,0.5,fixed-precond,47,4000,0.0013039454352110624
synthetic,train,train,0.5,fixed-precond,48,4000,0.0008179650758393109
synthetic,train,train,0.5,fixed-precond,49,4000,0.0010361392050981522
synthetic,train,train,0.5,fixed-precond,50,4000,0.0008308022515848279
synthetic,train,train,0.5,fixed-precond,51,4000,0.001390712452121079
synthetic,train,train,0.5,fixed-precond,52,4000,0.0013458628673106432
synthetic,train,train,0.5,fixed-precond,53,4000,0.001410924713127315
synthetic,train,train,0.5,fixed-precond,54,4000,0.002149470616132021
synthetic,train,train,0.5,fixed-precond,55,4000,0.0014187066117301583
synthetic,train,train,0.5,fixed-precond,56,4000,0.0020379959605634212
synthetic,train,train,0.5,fixed-precond,57,4000,0.002852443140000105
synthetic,train,train,0.5,fixed-precond,58,4000,0.0009888657368719578
synthetic,train,train,0.5,fixed-precond,59,4000,0.0005725527880713344
synthetic,train,train,0.5,fixed-precond,60,4000,0.001653576153330505
synthetic,train,train,0.5,fixed-precond,61,4000,0.0003082703915424645
synthetic,train,train,0.5,fixed-precond,62,4000,0.001250773435458541
synthetic,train,train,0.5,fixed-precond,63,4000,0.0011032572947442532
synthetic,train,train,0.5,learned-warped-bv-c0.5,0,4000,0.0007077293121255934
synthetic,train,train,0.5,learned-warped-bv-c0.5,1,4000,0.0009232756565324962
synthetic,train,train,0.5,learned-warped-bv-c0.5,2,4000,0.0013677276438102126
synthetic,train,train,0.5,learned-warped-bv-c0.5,3,4000,0.0010587279684841633
synthetic,train,train,0.5,learned-warped-bv-c0.5,4,4000,0.00042630950338207185
synthetic,train,train,0.5,learned-warped-bv-c0.5,5,4000,0.0015014837263152003
synthetic,train,train,0.5,learned-warped-bv-c0.5,6,4000,0.0005260531324893236
synthetic,train,train,0.5,learned-warped-bv-c0.5,7,4000,0.0007177799707278609
synthetic,train,train,0.5,learned-warped-bv-c0.5,8,4000,0.0007583097321912646
synthetic,train,train,0.5,learned-warped-bv-c0.5,9,4000,0.0007853048155084252
synthetic,train,train,0.5,learned-warped-bv-c0.5,10,4000,0.0014324779622256756
synthetic,train,train,0.5,learned-warped-bv-c0.5,11,4000,0.0010675694793462753
synthetic,train,train,0.5,learned-warped-bv-c0.5,12,4000,0.0009543444029986858
synthetic,train,train,0.5,learned-warped-bv-c0.5,13,4000,0.0010882689384743571
synthetic,train,train,0.5,learned-warped-bv-c0.5,14,4000,0.0009870762005448341
synthetic,train,train,0.5,learned-warped-bv-c0.5,15,4000,0.0010168462758883834
synthetic,train,train,0.5,learned-warped-bv-c0.5,16,4000,0.0008661203901283443
synthetic,train,train,0.5,learned-warped-bv-c0.5,17,4000,0.0010390232782810926
synthetic,train,train,0.5,learned-warped-bv-c0.5,18,4000,0.000823659123852849
synthetic,train,train,0.5,learned-warped-bv-c0.5,19,4000,0.0019216479267925024
synthetic,train,train,0.5,learned-warped-bv-c0.5,20,4000,0.000682381447404623
synthetic,train,train,0.5,learned-warped-bv-c0.5,21,4000,0.0005342025542631745
synthetic,train,train,0.5,learned-warped-bv-c0.5,22,4000,0.0014358016196638346
synthetic,train,train,0.5,learned-warped-bv-c0.5,23,4000,0.0015121486503630877
synthetic,train,train,0.5,learned-warped-bv-c0.5,24,4000,0.0019177928334102035
synthetic,train,train,0.5,learned-warped-bv-c0.5,25,4000,0.000828468706458807
synthetic,train,train,0.5,learned-warped-bv-c0.5,26,4000,0.0030958063434809446
synthetic,train,train,0.5,learned-warped-bv-c0.5,27,4000,0.0008068979950621724
synthetic,train,train,0.5,learned-warped-bv-c0.5,28,4000,0.0010488965781405568
synthetic,train,train,0.5,learned-warped-bv-c0.5,29,4000,0.0010722114238888025
synthetic,train,train,0.5,learned-warped-bv-c0.5,30,4000,0.0016432530246675014
synthetic,train,train,0.5,learned-warped-bv-c0.5,31,4000,0.001306714490056038
synthetic,train,train,0.5,learned-warped-bv-c0.5,32,4000,0.0020143252331763506
synthetic,train,train,0.5,learned-warped-bv-c0.5,33,4000,0.000563839275855571
synthetic,train,train,0.5,learned-warped-bv-c0.5,34,4000,0.0014411909505724907
synthetic,train,train,0.5,learned-warped-bv-c0.5,35,4000,0.0004991958267055452
synthetic,train,train,0.5,learned-warped-bv-c0.5,36,4000,0.0006234645843505859
synthetic,train,train,0.5,learned-warped-bv-c0.5,37,4000,0.0010496372124180198
synthetic,train,train,0.5,learned-warped-bv-c0.5,38,4000,0.002104824874550104
synthetic,train,train,0.5,learned-warped-bv-c0.5,39,4000,0.00028143011149950325
synthetic,train,train,0.5,learned-warped-bv-c0.5,40,4000,0.0007540793158113956
synthetic,train,train,0.5,learned-warped-bv-c0.5,41,4000,0.000406820559874177
synthetic,train,train,0.5,learned-warped-bv-c0.5,42,4000,0.0007576478528790176
synthetic,train,train,0.5,learned-warped-bv-c0.5,43,4000,0.000615163124166429
synthetic,train,train,0.5,learned-warped-bv-c0.5,44,4000,0.0009076627902686596
synthetic,train,train,0.5,learned-warped-bv-c0.5,45,4000,0.000678373035043478
synthetic,train,train,0.5,learned-warped-bv-c0.5,46,4000,0.0007529167924076319
synthetic,train,train,0.5,learned-warped-bv-c0.5,47,4000,0.0008485381258651614
synthetic,train,train,0.5,learned-warped-bv-c0.5,48,4000,0.0004826966323889792
synthetic,train,train,0.5,learned-warped-bv-c0.5,49,4000,0.0006135934381745756
synthetic,train,train,0.5,learned-warped-bv-c0.5,50,4000,0.0004958465578965843
synthetic,train,train,0.5,learned-warped-bv-c0.5,51,4000,0.0007245318847708404
synthetic,train,train,0.5,learned-warped-bv-c0.5,52,4000,0.0008409029105678201
synthetic,train,train,0.5,learned-warped-bv-c0.5,53,4000,0.0008778274641372263
synthetic,train,train,0.5,learned-warped-bv-c0.5,54,4000,0.0012081776512786746
synthetic,train,train,0.5,learned-warped-bv-c0.5,55,4000,0.0010163640836253762
synthetic,train,train,0.5,learned-warped-bv-c0.5,56,4000,0.0012273861793801188
synthetic,train,train,0.5,learned-warped-bv-c0.5,57,4000,0.0015762147959321737
synthetic,train,train,0.5,learned-warped-bv-c0.5,58,4000,0.0008375358884222806
synthetic,train,train,0.5,learned-warped-bv-c0.5,59,4000,0.0003002086596097797
synthetic,train,train,0.5,learned-warped-bv-c0.5,60,4000,0.0009107416844926775
synthetic,train,train,0.5,learned-warped-bv-c0.5,61,4000,0.00013513876183424145
synthetic,train,train,0.5,learned-warped-bv-c0.5,62,4000,0.0007554317126050591
synthetic,train,train,0.5,learned-warped-bv-c0.5,63,4000,0.0006306295981630683
synthetic,train,train,0.5,learned-warped-opcap-c0.5,0,4000,0.0007077293121255934
synthetic,train,train,0.5,learned-warped-opcap-c0.5,1,4000,0.0009232756565324962
synthetic,train,train,0.5,learned-warped-opcap-c0.5,2,4000,0.0013677276438102126
synthetic,train,train,0.5,learned-warped-opcap-c0.5,3,4000,0.0010587279684841633
synthetic,train,train,0.5,learned-warped-opcap-c0.5,4,4000,0.00042630950338207185
synthetic,train,train,0.5,learned-warped-opcap-c0.5,5,4000,0.0015014837263152003
synthetic,train,train,0.5,learned-warped-opcap-c0.5,6,4000,0.0005260531324893236
synthetic,train,train,0.5,learned-warped-opcap-c0.5,7,4000,0.0007177799707278609
synthetic,train,train,0.5,learned-warped-opcap-c0.5,8,4000,0.0007583097321912646
synthetic,train,train,0.5,learned-warped-opcap-c0.5,9,4000,0.0007853048155084252
synthetic,train,train,0.5,learned-warped-opcap-c0.5,10,4000,0.0014324779622256756
synthetic,train,train,0.5,learned-warped-opcap-c0.5,11,4000,0.0010675694793462753
synthetic,train,train,0.5,learned-warped-opcap-c0.5,12,4000,0.0009543444029986858
synthetic,train,train,0.5,learned-warped-opcap-c0.5,13,4000,0.0010882689384743571
synthetic,train,train,0.5,learned-warped-opcap-c0.5,14,4000,0.0009870762005448341
synthetic,train,train,0.5,learned-warped-opcap-c0.5,15,4000,0.0010168462758883834
synthetic,train,train,0.5,learned-warped-opcap-c0.5,16,4000,0.0008661203901283443
synthetic,train,train,0.5,learned-warped-opcap-c0.5,17,4000,0.0010390232782810926
synthetic,train,train,0.5,learned-warped-opcap-c0.5,18,4000,0.000823659123852849
synthetic,train,train,0.5,learned-warped-opcap-c0.5,19,4000,0.0019216479267925024
synthetic,train,train,0.5,learned-warped-opcap-c0.5,20,4000,0.000682381447404623
synthetic,train,train,0.5,learned-warped-opcap-c0.5,21,4000,0.0005342025542631745
synthetic,train,train,0.5,learned-warped-opcap-c0.5,22,4000,0.0014358016196638346
synthetic,train,train,0.5,learned-warped-opcap-c0.5,23,4000,0.0015121486503630877
synthetic,train,train,0.5,learned-warped-opcap-c0.5,24,4000,0.0019177928334102035
synthetic,train,train,0.5,learned-warped-opcap-c0.5,25,4000,0.000828468706458807
synthetic,train,train,0.5,learned-warped-opcap-c0.5,26,4000,0.0030958063434809446
synthetic,train,train,0.5,learned-warped-opcap-c0.5,27,4000,0.0008068979950621724
synthetic,train,train,0.5,learned-warped-opcap-c0.5,28,4000,0.0010488965781405568
synthetic,train,train,0.5,learned-warped-opcap-c0.5,29,4000,0.0010722114238888025
synthetic,train,train,0.5,learned-warped-opcap-c0.5,30,4000,0.0016432530246675014
synthetic,train,train,0.5,learned-warped-opcap-c0.5,31,4000,0.001306714490056038
synthetic,train,train,0.5,learned-warped-opcap-c0.5,32,4000,0.0020143252331763506
synthetic,train,train,0.5,learned-warped-opcap-c0.5,33,4000,0.000563839275855571
synthetic,train,train,0.5,learned-warped-opcap-c0.5,34,4000,0.0014411909505724907
synthetic,train,train,0.5,learned-warped-opcap-c0.5,35,4000,0.0004991958267055452
synthetic,train,train,0.5,learned-warped-opcap-c0.5,36,4000,0.0006234645843505859
synthetic,train,train,0.5,learned-warped-opcap-c0.5,37,4000,0.0010496372124180198
synthetic,train,train,0.5,learned-warped-opcap-c0.5,38,4000,0.002104824874550104
synthetic,train,train,0.5,learned-warped-opcap-c0.5,39,4000,0.00028143011149950325
synthetic,train,train,0.5,learned-warped-opcap-c0.5,40,4000,0.0007540793158113956
synthetic,train,train,0.5,learned-warped-opcap-c0.5,41,4000,0.000406820559874177
synthetic,train,train,0.5,learned-warped-opcap-c0.5,42,4000,0.0007576478528790176
synthetic,train,train,0.5,learned-warped-opcap-c0.5,43,4000,0.000615163124166429
synthetic,train,train,0.5,learned-warped-opcap-c0.5,44,4000,0.0009076627902686596
synthetic,train,train,0.5,learned-warped-opcap-c0.5,45,4000,0.000678373035043478
synthetic,train,train,0.5,learned-warped-opcap-c0.5,46,4000,0.0007529167924076319
synthetic,train,train,0.5,learned-warped-opcap-c0.5,47,4000,0.0008485381258651614
synthetic,train,train,0.5,learned-warped-opcap-c0.5,48,4000,0.0004826966323889792
synthetic,train,train,0.5,learned-warped-opcap-c0.5,49,4000,0.0006135934381745756
synthetic,train,train,0.5,learned-warped-opcap-c0.5,50,4000,0.0004958465578965843
synthetic,train,train,0.5,learned-warped-opcap-c0.5,51,4000,0.0007245318847708404
synthetic,train,train,0.5,learned-warped-opcap-c0.5,52,4000,0.0008409029105678201
synthetic,train,train,0.5,learned-warped-opcap-c0.5,53,4000,0.0008778274641372263
synthetic,train,train,0.5,learned-warped-opcap-c0.5,54,4000,0.0012081776512786746
synthetic,train,train,0.5,learned-warped-opcap-c0.5,55,4000,0.0010163640836253762
synthetic,train,train,0.5,learned-warped-opcap-c0.5,56,4000,0.0012273861793801188
synthetic,train,train,0.5,learned-warped-opcap-c0.5,57,4000,0.0015762147959321737
synthetic,train,train,0.5,learned-warped-opcap-c0.5,58,4000,0.0008375358884222806
synthetic,train,train,0.5,learned-warped-opcap-c0.5,59,4000,0.0003002086596097797
synthetic,train,train,0.5,learned-warped-opcap-c0.5,60,4000,0.0009107416844926775
synthetic,train,train,0.5,learned-warped-opcap-c0.5,61,4000,0.00013513876183424145
synthetic,train,train,0.5,learned-warped-opcap-c0.5,62,4000,0.0007554317126050591
synthetic,train,train,0.5,learned-warped-opcap-c0.5,63,4000,0.0006306295981630683
synthetic,train,train,0.5,Condat-Vu/PDHG,0,3999,0.0003520044847391546
synthetic,train,train,0.5,Condat-Vu/PDHG,1,3999,0.000521134294103831
synthetic,train,train,0.5,Condat-Vu/PDHG,2,3999,0.0007853982970118523
synthetic,train,train,0.5,Condat-Vu/PDHG,3,3999,0.0007144896080717444
synthetic,train,train,0.5,Condat-Vu/PDHG,4,3999,0.0002459979150444269
synthetic,train,train,0.5,Condat-Vu/PDHG,5,3999,0.0008331245044246316
synthetic,train,train,0.5,Condat-Vu/PDHG,6,3999,0.00035792263224720955
synthetic,train,train,0.5,Condat-Vu/PDHG,7,3999,0.00039033268694765866
synthetic,train,train,0.5,Condat-Vu/PDHG,8,3999,0.0003447430790401995
synthetic,train,train,0.5,Condat-Vu/PDHG,9,3999,0.00038904970278963447
synthetic,train,train,0.5,Condat-Vu/PDHG,10,3999,0.0007507277769036591
synthetic,train,train,0.5,Condat-Vu/PDHG,11,3999,0.0007567508728243411
synthetic,train,train,0.5,Condat-Vu/PDHG,12,3999,0.0005586828920058906
synthetic,train,train,0.5,Condat-Vu/PDHG,13,3999,0.0006457532290369272
synthetic,train,train,0.5,Condat-Vu/PDHG,14,3999,0.0006075642304494977
synthetic,train,train,0.5,Condat-Vu/PDHG,15,3999,0.0004986175918020308
synthetic,train,train,0.5,Condat-Vu/PDHG,16,3999,0.0004531739396043122
synthetic,train,train,0.5,Condat-Vu/PDHG,17,3999,0.000579309999011457
synthetic,train,train,0.5,Condat-Vu/PDHG,18,3999,0.0004931851290166378
synthetic,train,train,0.5,Condat-Vu/PDHG,19,3999,0.0012119250604882836
synthetic,train,train,0.5,Condat-Vu/PDHG,20,3999,0.0003129069518763572
synthetic,train,train,0.5,Condat-Vu/PDHG,21,3999,0.0003081995528191328
synthetic,train,train,0.5,Condat-Vu/PDHG,22,3999,0.0008942688582465053
synthetic,train,train,0.5,Condat-Vu/PDHG,23,3999,0.0010526730911806226
synthetic,train,train,0.5,Condat-Vu/PDHG,24,3999,0.0012704997789114714
synthetic,train,train,0.5,Condat-Vu/PDHG,25,3999,0.00043720254325307906
synthetic,train,train,0.5,Condat-Vu/PDHG,26,3999,0.001124270260334015
synthetic,train,train,0.5,Condat-Vu/PDHG,27,3999,0.0005107955075800419
synthetic,train,train,0.5,Condat-Vu/PDHG,28,3999,0.0006950037204660475
synthetic,train,train,0.5,Condat-Vu/PDHG,29,3999,0.0007689411868341267
synthetic,train,train,0.5,Condat-Vu/PDHG,30,3999,0.0009481911547482014
synthetic,train,train,0.5,Condat-Vu/PDHG,31,3999,0.0008294740691781044
synthetic,train,train,0.5,Condat-Vu/PDHG,32,3999,0.000816924381069839
synthetic,train,train,0.5,Condat-Vu/PDHG,33,3999,0.0003967889060731977
synthetic,train,train,0.5,Condat-Vu/PDHG,34,3999,0.0008654945995658636
synthetic,train,train,0.5,Condat-Vu/PDHG,35,3999,0.0003237058699596673
synthetic,train,train,0.5,Condat-Vu/PDHG,36,3999,0.0003811561909969896
synthetic,train,train,0.5,Condat-Vu/PDHG,37,3999,0.00042499875416979194
synthetic,train,train,0.5,Condat-Vu/PDHG,38,3999,0.0009550258400849998
synthetic,train,train,0.5,Condat-Vu/PDHG,39,3999,0.00015870641800574958
