method,init_id,initial_free_coordinate,iteration,distance_to_min_norm,residual,free_coordinate,z1,z2,z3,z4
plain-FBHF,0,-3.0,43,3.00626113764704,0.07190991534280884,-3.0,-0.09222118103620888,0.17059021138134545,0.0005111516691531267,-3.0
plain-FBHF,0,-3.0,44,3.0055887209371175,0.06793511747472337,-3.0,-0.0212175123758024,0.18197032384980372,0.00042170012705132953,-3.0
plain-FBHF,0,-3.0,45,3.004988460689905,0.06418002810245467,-3.0,0.045071246237664696,0.1671050885097336,0.0003479026048173469,-3.0
plain-FBHF,0,-3.0,46,3.0044526253882653,0.06063250197123643,-3.0,0.09803679955195752,0.13085977898410858,0.0002870196489743112,-3.0
plain-FBHF,0,-3.0,47,3.0039743096751352,0.05728106542192263,-3.0,0.13182821425128072,0.08051657621537016,0.00023679121040380674,-3.0
plain-FBHF,0,-3.0,48,3.0035473465097247,0.05411487919266083,-3.0,0.1438600596808784,0.024513420641039063,0.00019535274858314055,-3.0
plain-FBHF,0,-3.0,49,3.003166228582891,0.05112370329798884,-3.0,0.13481689959433446,-0.02884049427579566,0.00016116601758109096,-3.0
plain-FBHF,0,-3.0,50,3.002826038029788,0.04829786386457033,-3.0,0.1082076563975,-0.07249344858502775,0.00013296196450440003,-3.0
plain-FBHF,0,-3.0,51,3.0025223835757164,0.04562822181112674,-3.0,0.06957951148404655,-0.10148568087248684,0.00010969362071613003,-3.0
plain-FBHF,0,-3.0,52,3.002251344339191,0.04310614326753707,-3.0,0.025536033021880462,-0.11340651398502348,9.049723709080728e-05,-3.0
plain-FBHF,0,-3.0,53,3.0020094195955265,0.040723471634746856,-3.0,-0.017284410918058112,-0.10845182757951627,7.466022059991601e-05,-3.0
plain-FBHF,0,-3.0,54,3.0017934838756988,0.038472501193187084,-3.0,-0.053125210233426694,-0.08911693487970519,6.159468199493071e-05,-3.0
plain-FBHF,0,-3.0,55,3.001600746839567,0.036345952172953895,-3.0,-0.07780829918772873,-0.059606286775241976,5.081561264581783e-05,-3.0
plain-FBHF,0,-3.0,56,3.0014287174204632,0.03433694720411787,-3.0,-0.08913898290856666,-0.02507161192956978,4.1922880432799714e-05,-3.0
plain-FBHF,0,-3.0,57,3.001275171790272,0.032438989070277605,-3.0,-0.08699452167761666,0.009198304549800845,3.4586376357059765e-05,-3.0
plain-FBHF,0,-3.0,58,3.00113812474099,0.030645939692888386,-3.0,-0.07311828617967833,0.038519594829616075,2.8533760494574306e-05,-3.0
plain-FBHF,0,-3.0,59,3.0010158041209047,0.028952000278024574,-3.0,-0.05067943793230211,0.05939234462587552,2.3540352408023805e-05,-3.0
plain-FBHF,0,-3.0,60,3.0009066280013466,0.02735169256109811,-3.0,-0.023683886166538673,0.0698545856855115,1.942079073661964e-05,-3.0
plain-FBHF,0,-3.0,61,3.000809184283978,0.02583984108868265,-3.0,0.0036664948787913394,0.06958675909732488,1.60221523577112e-05,-3.0
plain-FBHF,0,-3.0,62,3.000722212489063,0.024411556480001265,-3.0,0.02757271494020311,0.05977910790032561,1.321827569511174e-05,-3.0
plain-FBHF,0,-3.0,63,3.0006445874924936,0.023062219613843526,-3.0,0.045117745125142196,0.042805716953464634,1.0905077448467186e-05,-3.0
plain-FBHF,0,-3.0,64,3.0005753050039035,0.021787466689698682,-3.0,0.0545728222810249,0.021770805832865447,8.99668889498543e-06,-3.0
plain-FBHF,0,-3.0,65,3.0005134686001167,0.020583175114739703,-3.0,0.05550743359310226,3.394319980719318e-06,7.422268338362979e-06,-3.0
plain-FBHF,0,-3.0,66,3.000458278147907,0.01944545017097817,-3.0,0.048708960989940486,-0.01942462324180271,6.123371379149457e-06,-3.0
plain-FBHF,0,-3.0,67,3.0004090194676247,0.01837061241944395,-3.0,0.03594349513404183,-0.034093243241161045,5.051781387798302e-06,-3.0
plain-FBHF,0,-3.0,68,3.000365055105046,0.01735518580063463,-3.0,0.019607781845715343,-0.042497044241033455,4.167719644933599e-06,-3.0
plain-FBHF,0,-3.0,69,3.000325816092888,0.01639588639273701,-3.0,0.0023318630852535043,-0.04415387996750723,3.4383687070702195e-06,-3.0
plain-FBHF,0,-3.0,70,3.0002907945960873,0.015489611791254188,-3.0,-0.01340764813131758,-0.03956118175132632,2.836654183332931e-06,-3.0
plain-FBHF,0,-3.0,71,3.0002595373461953,0.014633431075684268,-3.0,-0.02561162484819539,-0.030022260140827692,2.340239701249668e-06,-3.0
plain-FBHF,0,-3.0,72,3.0002316397803788,0.013824575330797317,-3.0,-0.032981991853581145,-0.017380464576707916,1.930697753530976e-06,-3.0
plain-FBHF,0,-3.0,73,3.0002067408095106,0.013060428691852172,-3.0,-0.035024860453365225,-0.003707660517307796,1.5928256466630552e-06,-3.0
plain-FBHF,0,-3.0,74,3.000184518147919,0.012338519884790474,-3.0,-0.03203199622888571,0.009005229054740237,1.3140811584970206e-06,-3.0
plain-FBHF,0,-3.0,75,3.0001646841445697,0.011656514234046495,-3.0,-0.024956246521688125,0.019113287175644554,1.084116955760042e-06,-3.0
plain-FBHF,0,-3.0,76,3.000146982061899,0.01101220611212444,-3.0,-0.015209455811305736,0.025506595779218943,8.943964885020346e-07,-3.0
plain-FBHF,0,-3.0,77,3.000131182754279,0.010403511806523859,-3.0,-0.004418988951694155,0.02770534733022163,7.378771030141785e-07,-3.0
plain-FBHF,0,-3.0,78,3.000117081703223,0.009828462780943854,-3.0,0.005819208760465949,0.025858088415362437,6.087486099866973e-07,-3.0
plain-FBHF,0,-3.0,79,3.000104496371057,0.009285199308972054,-3.0,0.014156686632685723,0.020653749518317457,5.022176032390252e-07,-3.0
plain-FBHF,0,-3.0,80,3.000093263838857,0.008771964459669154,-3.0,0.019651304851592832,0.013168824880883567,4.143295226721958e-07,-3.0
plain-FBHF,0,-3.0,81,3.0000832386981506,0.0082870984155979,-3.0,0.021853108715581958,0.004677687134917839,3.4182185620456156e-07,-3.0
plain-FBHF,0,-3.0,82,3.0000742911691227,0.007829033104920677,-3.0,0.02081329339514441,-0.0035439175895632816,2.820030313687633e-07,-3.0
plain-FBHF,0,-3.0,83,3.0000663054210075,0.007396287130205595,-3.0,0.017023293797892074,-0.010394440373142324,2.3265250087922973e-07,-3.0
plain-FBHF,0,-3.0,84,3.0000591780729526,0.006987460977540522,-3.0,0.01129988617705048,-0.015079274256694615,1.9193831322536453e-07,-3.0
plain-FBHF,0,-3.0,85,3.000052816855968,0.006601232490461207,-3.0,0.004637904130518683,-0.017187023322217193,1.5834910841092573e-07,-3.0
plain-FBHF,0,-3.0,86,3.0000471394186605,0.006236352594055875,-3.0,-0.0019456972882458728,-0.016704879410927125,1.3063801443901374e-07,-3.0
plain-FBHF,0,-3.0,87,3.0000420722613064,0.00589164125541797,-3.0,-0.007554057164260247,-0.013977537632202495,1.0777636191218634e-07,-3.0
plain-FBHF,0,-3.0,88,3.00003754978447,0.005565983667382931,-3.0,-0.01152082333290924,-0.009621369264766602,8.891549857755374e-08,-3.0
plain-FBHF,0,-3.0,89,3.0000335134398703,0.005258326643207109,-3.0,-0.01347700171729617,-0.00441046336331446,7.335528632648182e-08,-3.0
plain-FBHF,0,-3.0,90,3.000029910972502,0.004967675210529064,-3.0,-0.01336973118408745,0.0008467689997452203,6.051811121934751e-08,-3.0
plain-FBHF,0,-3.0,91,3.0000266957442068,0.004693089393598014,-3.0,-0.01143556996412591,0.005422445711707038,4.99274417559617e-08,-3.0
plain-FBHF,0,-3.0,92,3.000023826129948,0.00443368117336304,-3.0,-0.008136856644423023,0.008760645599466994,4.1190139448668404e-08,-3.0
plain-FBHF,0,-3.0,93,3.000021264978969,0.0041886116155919,-3.0,-0.004073865745667755,0.010535366339080346,3.3981865045151435e-08,-3.0
plain-FBHF,0,-3.0,94,3.0000189791338663,0.0039570881577316586,-3.0,0.00011256102685466547,0.010670636973526718,2.8035038662249935e-08,-3.0
plain-FBHF,0,-3.0,95,3.000016939001355,0.0037383620457367914,-3.0,0.0038334952417993203,0.009324087584870563,2.3128906896356197e-08,-3.0
plain-FBHF,0,-3.0,96,3.000015118169166,0.0035317259125753554,-3.0,0.0066273227293836,0.006840163521094157,1.9081348189493862e-08,-3.0
plain-FBHF,0,-3.0,97,3.000013493064124,0.003336511490582053,-3.0,0.008209532927417064,0.0036826805344758627,1.5742112256332438e-08,-3.0
plain-FBHF,0,-3.0,98,3.0000120426469734,0.003152087450259869,-3.0,0.008492803330875025,0.00035821564440659785,1.2987242611474261e-08,-3.0
plain-FBHF,0,-3.0,99,3.000010748140009,0.0029778573585408745,-3.0,0.007577810398385144,-0.0026581469378394694,1.0714475154466265e-08,-3.0
plain-FBHF,0,-3.0,100,3.0000095927839814,0.002813257749903191,-3.0,0.0057191771963391504,-0.0049847575773889355,8.83944200243467e-09,-3.0
plain-FBHF,0,-3.0,101,3.0000085616211294,0.0026577563041060015,-3.0,0.003273912837701477,-0.006375836792877493,7.292539652008602e-09,-3.0
plain-FBHF,0,-3.0,102,3.00000764130154,0.002510850124649376,-3.0,0.0006413156375759236,-0.006740666278945517,6.016345212907097e-09,-3.0
plain-FBHF,0,-3.0,103,3.0000068199103165,0.002372064112391392,-3.0,-0.001796478725658058,-0.006139395132926265,4.963484800648355e-09,-3.0
plain-FBHF,0,-3.0,104,3.000006086813326,0.002240949429062765,-3.0,-0.003725198378289138,-0.004758551675162478,4.094874960534893e-09,-3.0
plain-FBHF,0,-3.0,105,3.000005432519528,0.002117082045709961,-3.0,-0.004934354663255586,-0.002871809662553876,3.3782718424412868e-09,-3.0
plain-FBHF,0,-3.0,106,3.000004848558104,0.002000061371372407,-3.0,-0.005335029598900634,-0.000792988846751571,2.787074270014062e-09,-3.0
plain-FBHF,0,-3.0,107,3.0000043273687873,0.0018895089575588946,-3.0,-0.004959034569398356,0.0011714126465907182,2.299336272761601e-09,-3.0
plain-FBHF,0,-3.0,108,3.0000038622039877,0.0017850672743334212,-3.0,-0.0039415584083403055,0.002763576696672779,1.8969524250283207e-09,-3.0
plain-FBHF,0,-3.0,109,3.0000034470414367,0.001686398554052282,-3.0,-0.0024914656594831456,0.0038045839942494704,1.5649857506483647e-09,-3.0
plain-FBHF,0,-3.0,110,3.000003076506216,0.001593183699013032,-3.0,-0.000854656718209146,0.004210535435773011,1.2911132442849009e-09,-3.0
plain-FBHF,0,-3.0,111,3.0000027458011775,0.0015051212494826163,-3.0,0.0007237261322920283,0.003993874696264018,1.0651684265350432e-09,-3.0
plain-FBHF,0,-3.0,112,3.0000024506448324,0.0014219264087672438,-3.0,0.002032925824778661,0.003251320899669466,8.787639518914106e-10,-3.0
plain-FBHF,0,-3.0,113,3.0000021872159257,0.00134333012217104,-3.0,0.0029218547261275884,0.002141510050787425,7.249802603104137e-10,-3.0
plain-FBHF,0,-3.0,114,3.0000019521039603,0.0012690782068648168,-3.0,0.0033134560399525575,0.0008565259154213098,5.981087147560913e-10,-3.0
plain-FBHF,0,-3.0,115,3.000001742265046,0.0011989305298509146,-3.0,0.0032073417454558275,-0.0004081081232011956,4.934396896737753e-10,-3.0
plain-FBHF,0,-3.0,116,3.0000015549824917,0.0011326602313656401,-3.0,0.0026716045385170705,-0.0014806844890185888,4.0708774398086465e-10,-3.0
plain-FBHF,0,-3.0,117,3.000001387831631,0.001070052991207752,-3.0,0.0018260934113922234,-0.0022343622275947865,3.3584738878421334e-10,-3.0
plain-FBHF,0,-3.0,118,3.0000012386484354,0.001010906335620279,-3.0,0.0008203701888385007,-0.0025997855487017033,2.77074095746976e-10,-3.0
plain-FBHF,0,-3.0,119,3.0000011055014943,0.0009550289824841129,-3.0,-0.0001900501013398117,-0.0025684413850792197,2.285861289912552e-10,-3.0
plain-FBHF,0,-3.0,120,3.000000986667013,0.0009022402227056962,-3.0,-0.0010657234487034116,-0.002187289779938081,1.8858355641778553e-10,-3.0
plain-FBHF,0,-3.0,121,3.0000008806064913,0.0008523693357982107,-3.0,-0.001700723749215572,-0.001546343574849472,1.5558143404467306e-10,-3.0
plain-FBHF,0,-3.0,122,3.00000078594681,0.0008052550377662254,-3.0,-0.0020336053411339795,-0.0007616631747049615,1.2835468308685528e-10,-3.0
plain-FBHF,0,-3.0,123,3.0000007014624495,0.0007607449595082518,-3.0,-0.0020510707979918036,4.340243359328899e-05,1.058926135466556e-10,-3.0
plain-FBHF,0,-3.0,124,3.000000626059628,0.0007186951540503422,-3.0,-0.0017846237734801566,0.0007559604147752424,8.736140617599088e-11,-3.0
plain-FBHF,0,-3.0,125,3.0000005587621374,0.0006789696310171117,-3.0,-0.0013014212160575027,0.0012879735846833302,7.207316009519247e-11,-3.0
plain-FBHF,0,-3.0,126,3.000000498698705,0.0006414399168346432,-3.0,-0.000691206362451293,0.0015856942461797482,5.946035707853378e-11,-3.0
plain-FBHF,0,-3.0,127,3.000000445091715,0.0006059846392429659,-3.0,-5.1540596888097824e-05,0.0016333689278806816,4.905479458979037e-11,-3.0
plain-FBHF,0,-3.0,128,3.0000003972471405,0.0005724891347743994,-3.0,0.0005264522509889327,0.0014513204431261324,4.047020553657706e-11,-3.0
plain-FBHF,0,-3.0,129,3.0000003545455582,0.0005408450779283425,-3.0,0.0009699240053369348,0.0010892754009970548,3.338791956767607e-11,-3.0
plain-FBHF,0,-3.0,130,3.0000003164341287,0.0005109501308432437,-3.0,0.0012323547050321294,0.0006163657625069883,2.7545033643332758e-11,-3.0
plain-FBHF,0,-3.0,131,3.0000002824194394,0.00048270761233278265,-3.0,0.0012971192705431395,0.00010953680983863699,2.2724652755749525e-11,-3.0
plain-FBHF,0,-3.0,132,3.0000002520611155,0.0004560261852159128,-3.0,0.001176560043345128,-0.0003578731940566949,1.874783852349336e-11,-3.0
plain-FBHF,0,-3.0,133,3.000000224966122,0.00043081956092958564,-3.0,0.0009071758201155065,-0.0007258297429555445,1.5466966781882024e-11,-3.0
plain-FBHF,0,-3.0,134,3.000000200783671,0.00040700622046885976,-3.0,0.0005420063721169163,-0.0009544271364839177,1.2760247595052669e-11,-3.0
plain-FBHF,0,-3.0,135,3.000000179200682,0.0003845091507519109,-3.0,0.00014156109376322286,-0.0010272120425055585,1.0527204265918453e-11,-3.0
plain-FBHF,0,-3.0,136,3.000000159937729,0.0003632555955573353,-3.0,-0.00023530435509971738,-0.0009509249501157556,8.684943519382724e-12,-3.0
plain-FBHF,0,-3.0,137,3.0000001427454235,0.00034317682022827267,-3.0,-0.0005393033041405165,-0.0007520801194416745,7.165078403490748e-12,-3.0
plain-FBHF,0,-3.0,138,3.0000001274011825,0.000324207889382394,-3.0,-0.0007364666911878892,-0.0004711941483608886,5.911189682879867e-12,-3.0
plain-FBHF,0,-3.0,139,3.000000113706352,0.00030628745690885984,-3.0,-0.0008111674734436838,-0.00015570952327091853,4.87673148837589e-12,-3.0
plain-FBHF,0,-3.0,140,3.00000010148363,0.00028935756757309525,-3.0,-0.000766297791091654,0.00014727350903505828,4.0233034779101095e-12,-3.0
plain-FBHF,0,-3.0,141,3.0000000905747743,0.00027336346958776303,-3.0,-0.000620880583520656,0.00039743673106034256,3.3192253692758402e-12,-3.0
plain-FBHF,0,-3.0,142,3.0000000808385523,0.0002582534375437848,-3.0,-0.00040571985616825584,0.0005660589357376802,2.7383609296525684e-12,-3.0
plain-FBHF,0,-3.0,143,3.000000072148913,0.00024397860512876342,-3.0,-0.00015789854627945647,0.0006387186657687039,2.259147766963369e-12,-3.0
plain-FBHF,0,-3.0,144,3.000000064393356,0.00023049280709181263,-3.0,8.499555865882326e-05,0.0006157401204098474,1.8637969077447794e-12,-3.0
plain-FBHF,0,-3.0,145,3.000000057471473,0.00021775242994370343,-3.0,0.000290092644866564,0.0005105635101290529,1.537632448889443e-12,-3.0
plain-FBHF,0,-3.0,146,3.000000051293649,0.0002057162709094871,-3.0,0.00043325352441557843,0.0003464870544349466,1.2685467703337904e-12,-3.0
plain-FBHF,0,-3.0,147,3.000000045779902,0.0001943454046774425,-3.0,0.0005014504367269015,0.0001524036567212132,1.0465510855253771e-12,-3.0
plain-FBHF,0,-3.0,148,3.0000000408588487,0.00018360305751341044,-3.0,0.0004933640380802806,-4.1773444081550905e-05,8.634046455584361e-13,-3.0
plain-FBHF,0,-3.0,149,3.000000036466778,0.00017345448833339664,-3.0,0.0004183062379869034,-0.00020933361050965913,7.123088325857098e-13,-3.0
plain-FBHF,0,-3.0,150,3.0000000325468275,0.00016386687634982827,-3.0,0.0002937969601551271,-0.00033009742651764207,5.876547868832106e-13,-3.0
plain-FBHF,0,-3.0,151,3.000000029048247,0.0001548092149281086,-3.0,0.0001422727332549493,-0.0003924894278235254,4.848151991786487e-13,-3.0
plain-FBHF,0,-3.0,152,3.0000000259257416,0.00014625221131019887,-3.0,-1.2526976307015858e-05,-0.00039420492955437574,3.9997253932238523e-13,-3.0
plain-FBHF,0,-3.0,153,3.0000000231388864,0.0001381681918809302,-3.0,-0.00014896414705343791,-0.00034153038397650916,3.299773449409678e-13,-3.0
plain-FBHF,0,-3.0,154,3.000000020651601,0.00013053101267067321,-3.0,-0.00025025167343117,-0.00024755546047068355,2.7223130957629846e-13,-3.0
plain-FBHF,0,-3.0,155,3.000000018431683,0.00012331597480492947,-3.0,-0.0003062402546005909,-0.00012964183086211533,2.2459083040044624e-13,-3.0
plain-FBHF,0,-3.0,156,3.000000016450392,0.00011649974462740503,-3.0,-0.0003141004642137589,-6.576617471299398e-06,1.8528743508036814e-13,-3.0
plain-FBHF,0,-3.0,157,3.0000000146820778,0.00011006027823824207,-3.0,-0.0002779249734625282,0.00010416418064375037,1.5286213394130372e-13,-3.0
plain-FBHF,0,-3.0,158,3.0000000131038465,0.00010397675020336291,-3.0,-0.00020742170098805586,0.0001886778092267758,1.2611126050157557e-13,-3.0
plain-FBHF,0,-3.0,159,3.0000000116952648,9.822948620437003e-05,-3.0,-0.00011597530938764747,0.0002381623729423153,1.0404178991379984e-13,-3.0
plain-FBHF,0,-3.0,160,3.000000010438097,9.279989941119014e-05,-3.0,-1.841150345785031e-05,0.0002495788405425583,8.583447667888487e-14,-3.0
plain-FBHF,0,-3.0,161,3.0000000093160666,8.767043037168902e-05,-3.0,7.119649990563174e-05,0.00022544945878634248,7.081344326008001e-14,-3.0
plain-FBHF,0,-3.0,162,3.0000000083146476,8.282449022385853e-05,-3.0,0.00014138223924241173,0.00017291312511804444,5.842109068956601e-14,-3.0
plain-FBHF,0,-3.0,163,3.000000007420875,7.824640704692229e-05,-3.0,0.00018458250872653185,0.0001022474835562399,4.8197399818891957e-14,-3.0
plain-FBHF,0,-3.0,164,3.000000006623177,7.392137517785764e-05,-3.0,0.00019775777065221566,2.5118288766314374e-05,3.9762854850585866e-14,-3.0
plain-FBHF,0,-3.0,165,3.000000005911227,6.983540732942217e-05,-3.0,0.00018232384481552927,-4.717392133583461e-05,3.280435525173334e-14,-3.0
plain-FBHF,0,-3.0,166,3.0000000052758073,6.59752893548328e-05,-3.0,0.00014347830135808483,-0.0001052084616576301,2.7063593082680007e-14,-3.0
plain-FBHF,0,-3.0,167,3.0000000047086908,6.23285375128051e-05,-3.0,8.90792478615489e-05,-0.00014253783057990009,2.2327464293211006e-14,-3.0
plain-FBHF,0,-3.0,168,3.000000004202536,5.888335809474674e-05,-3.0,2.8278799295544136e-05,-0.00015625468308540444,1.842015804189908e-14,-3.0
plain-FBHF,0,-3.0,169,3.0000000037507895,5.5628609283538e-05,-3.0,-2.9874492698051566e-05,-0.00014701106416088283,1.5196630384566743e-14,-3.0
plain-FBHF,0,-3.0,170,3.0000000033476035,5.255376512054957e-05,-3.0,-7.766873979884924e-05,-0.00011854613635685665,1.2537220067267562e-14,-3.0
plain-FBHF,0,-3.0,171,3.0000000029877567,4.964888146436569e-05,-3.0,-0.00010964546689839005,-7.684017572354447e-05,1.034320655549574e-14,-3.0
plain-FBHF,0,-3.0,172,3.000000002666592,4.690456383112249e-05,-3.0,-0.00012310795870657784,-2.9051340782973763e-05,8.533145408283986e-15,-3.0
plain-FBHF,0,-3.0,173,3.0000000023799496,4.431193701245554e-05,-3.0,-0.00011819520303906286,1.7595234010242763e-05,7.039844961834288e-15,-3.0
plain-FBHF,0,-3.0,174,3.00000000212412,4.1862616372800754e-05,-3.0,-9.755795876319269e-05,5.680813890766003e-05,5.807872093513287e-15,-3.0
plain-FBHF,0,-3.0,175,3.0000000018957906,3.954868073322289e-05,-3.0,-6.572426019702058e-05,8.399442745858911e-05,4.791494477148462e-15,-3.0
plain-FBHF,0,-3.0,176,3.0000000016920048,3.736264675407701e-05,-3.0,-2.8274988712379374e-05,9.670860116386916e-05,3.9529829436474815e-15,-3.0
plain-FBHF,0,-3.0,177,3.000000001510125,3.5297444733656014e-05,-3.0,9.036707812241301e-06,9.475804357062797e-05,3.2612109285091722e-15,-3.0
plain-FBHF,0,-3.0,178,3.000000001347796,3.334639574455594e-05,-3.0,4.1095026354961526e-05,7.99873354989416e-05,2.690499016020067e-15,-3.0
plain-FBHF,0,-3.0,179,3.0000000012029164,3.150319003381757e-05,-3.0,6.405645305110829e-05,5.580562767608472e-05,2.219661688216555e-15,-3.0
plain-FBHF,0,-3.0,180,3.00000000107361,2.9761866616989584e-05,-3.0,7.574150723897717e-05,2.6549679717876445e-05,1.831220892778658e-15,-3.0
plain-FBHF,0,-3.0,181,3.0000000009582037,2.8116794000119904e-05,-3.0,7.575556050345922e-05,-3.2121835812054262e-06,1.5107572365423929e-15,-3.0
