method,init_id,initial_free_coordinate,iteration,distance_to_min_norm,residual,free_coordinate,z1,z2,z3,z4
Halpern-FBHF,0,-3.0,1781,0.00168350168350168,4.86486665098454e-48,-0.00168350168350168,-7.602238834318182e-48,1.069211160653159e-47,1.7972341548363868e-152,-0.00168350168350168
Halpern-FBHF,0,-3.0,1782,0.0016825574873808153,4.5933858692732285e-48,-0.0016825574873808153,-2.927082931813663e-48,1.2036357117585938e-47,1.4818865915494752e-152,-0.0016825574873808153
Halpern-FBHF,0,-3.0,1783,0.0016816143497757812,4.3370562637393057e-48,-0.0016816143497757812,1.6432880762697052e-48,1.1579887787849617e-47,1.2218711485451171e-152,-0.0016816143497757812
Halpern-FBHF,0,-3.0,1784,0.0016806722689075594,4.0950321789521984e-48,-0.0016806722689075594,5.491867611546484e-48,9.580830286579416e-48,1.0074789671869488e-152,-0.0016806722689075594
Halpern-FBHF,0,-3.0,1785,0.0016797312430011163,3.8665151637336736e-48,-0.0016797312430011163,8.16782861508465e-48,6.481393879446486e-48,8.307047671073239e-153,-0.0016797312430011163
Halpern-FBHF,0,-3.0,1786,0.0016787912702853909,3.6507513359785856e-48,-0.0016787912702853909,9.430477245121371e-48,2.827100191095305e-48,6.84947923387961e-153,-0.0016787912702853909
Halpern-FBHF,0,-3.0,1787,0.0016778523489932849,3.447028894598887e-48,-0.0016778523489932849,9.259547233789733e-48,-8.194280685436497e-49,5.647659953874644e-153,-0.0016778523489932849
Halpern-FBHF,0,-3.0,1788,0.001676914477361651,3.254675770376126e-48,-0.001676914477361651,7.834071401958894e-48,-3.957676196539153e-48,4.656715035193117e-153,-0.001676914477361651
Halpern-FBHF,0,-3.0,1789,0.0016759776536312812,3.0730574079663994e-48,-0.0016759776536312812,5.486144388113785e-48,-6.211313905744724e-48,3.839643652691286e-153,-0.0016759776536312812
Halpern-FBHF,0,-3.0,1790,0.0016750418760468975,2.901574671734805e-48,-0.0016750418760468975,2.6386577230993604e-48,-7.366463145591384e-48,3.165937333395788e-153,-0.0016750418760468975
Halpern-FBHF,0,-3.0,1791,0.0016741071428571393,2.7396618685053973e-48,-0.0016741071428571393,-2.626932748586474e-49,-7.383479067798058e-48,2.6104407675180146e-153,-0.0016741071428571393
Halpern-FBHF,0,-3.0,1792,0.001673173452314553,2.5867848806986823e-48,-0.001673173452314553,-2.813161178010411e-48,-6.383498015917316e-48,2.1524125101498231e-153,-0.001673173452314553
Halpern-FBHF,0,-3.0,1793,0.0016722408026755816,2.442439403693267e-48,-0.0016722408026755816,-4.7001518495097135e-48,-4.614339566509585e-48,1.774750499067097e-153,-0.0016722408026755816
Halpern-FBHF,0,-3.0,1794,0.0016713091922005534,2.3061492815923888e-48,-0.0016713091922005534,-5.736204657729412e-48,-2.4026905299036585e-48,1.463353468604043e-153,-0.0016713091922005534
Halpern-FBHF,0,-3.0,1795,0.0016703786191536712,2.177464935901041e-48,-0.0016703786191536712,-5.871190414454226e-48,-1.0063324669508557e-49,1.2065944141531248e-153,-0.0016703786191536712
Halpern-FBHF,0,-3.0,1796,0.0016694490818030014,2.0559618819261654e-48,-0.0016694490818030014,-5.1843046411509446e-48,1.9655165854573952e-48,9.948864459937034e-154,-0.0016694490818030014
Halpern-FBHF,0,-3.0,1797,0.0016685205784204636,1.9412393280020918e-48,-0.0016685205784204636,-3.859148966800144e-48,3.5372789924197023e-48,8.20324821105014e-154,-0.0016685205784204636
Halpern-FBHF,0,-3.0,1798,0.0016675931072818197,1.8329188529168503e-48,-0.0016675931072818197,-2.1471613767061563e-48,4.452188264981964e-48,6.763917862068497e-154,-0.0016675931072818197
Halpern-FBHF,0,-3.0,1799,0.001666666666666663,1.7306431571732362e-48,-0.001666666666666663,-3.256871774185672e-49,4.6557137389886235e-48,5.577132107186395e-154,-0.001666666666666663
Halpern-FBHF,0,-3.0,1800,0.0016657412548584083,1.6340748839622677e-48,-0.0016657412548584083,1.3429632197835678e-48,4.197047624934052e-48,4.598579222194224e-154,-0.0016657412548584083
Halpern-FBHF,0,-3.0,1801,0.0016648168701442804,1.542895505956893e-48,-0.0016648168701442804,2.645947739317805e-48,3.2110892160286583e-48,3.791722515436589e-154,-0.0016648168701442804
Halpern-FBHF,0,-3.0,1802,0.001663893510815304,1.456804274251099e-48,-0.001663893510815304,3.443789274034526e-48,1.890599910761873e-48,3.126436094050918e-154,-0.001663893510815304
Halpern-FBHF,0,-3.0,1803,0.0016629711751662932,1.3755172259747884e-48,-0.0016629711751662932,3.681593130425559e-48,4.534236928680554e-49,2.5778800049880206e-154,-0.0016629711751662932
Halpern-FBHF,0,-3.0,1804,0.001662049861495841,1.2987662473085121e-48,-0.001662049861495841,3.387418537989948e-48,-8.901848545726527e-49,2.125572748711175e-154,-0.001662049861495841
Halpern-FBHF,0,-3.0,1805,0.0016611295681063086,1.2262981888050671e-48,-0.0016611295681063086,2.6594217041607313e-48,-1.965644698351103e-48,1.752626533457657e-154,-0.0016611295681063086
Halpern-FBHF,0,-3.0,1806,0.001660210293303815,1.157874030097657e-48,-0.001660210293303815,1.6447561832687045e-48,-2.6541811729841642e-48,1.445116714734497e-154,-0.001660210293303815
Halpern-FBHF,0,-3.0,1807,0.0016592920353982264,1.0932680912373878e-48,-0.0016592920353982264,5.140256767006706e-49,-2.903102056798581e-48,1.1915618752258404e-154,-0.0016592920353982264
Halpern-FBHF,0,-3.0,1808,0.0016583747927031473,1.0322672880567989e-48,-0.0016583747927031473,-5.647158457396319e-49,-2.7258733683627802e-48,9.824951316124177e-155,-0.0016583747927031473
Halpern-FBHF,0,-3.0,1809,0.001657458563535908,9.746704291015084e-49,-0.001657458563535908,-1.4487929529924708e-48,-2.1930910124450876e-48,8.101106612136257e-155,-0.001657458563535908
Halpern-FBHF,0,-3.0,1810,0.0016565433462175556,9.202875518092706e-49,-0.0016565433462175556,-2.0377718298167198e-48,-1.4165771905414087e-48,6.6797225005921945e-155,-0.0016565433462175556
Halpern-FBHF,0,-3.0,1811,0.001655629139072844,8.689392957453272e-49,-0.001655629139072844,-2.2826863410637345e-48,-5.2953394561949685e-49,5.507729798605013e-155,-0.001655629139072844
Halpern-FBHF,0,-3.0,1812,0.0016547159404302224,8.204563108252664e-49,-0.0016547159404302224,-2.1871870883582207e-48,3.340898058186716e-49,4.541370808568469e-155,-0.0016547159404302224
Halpern-FBHF,0,-3.0,1813,0.0016538037486218263,7.746786985721193e-49,-0.0016538037486218263,-1.8013316739195247e-48,1.0580956696075949e-48,3.744565519650536e-155,-0.0016538037486218263
Halpern-FBHF,0,-3.0,1814,0.0016528925619834671,7.314554845634778e-49,-0.0016528925619834671,-1.209668208229272e-48,1.5580861130676758e-48,3.0875644784754873e-155,-0.0016528925619834671
Halpern-FBHF,0,-3.0,1815,0.0016519823788546217,6.906441203273755e-49,-0.0016519823788546217,-5.158694875345331e-49,1.7896184214379363e-48,2.545838029161472e-155,-0.0016519823788546217
Halpern-FBHF,0,-3.0,1816,0.0016510731975784222,6.521100130429135e-49,-0.0016510731975784222,1.735953800221092e-49,1.749980839612085e-48,2.0991604487010002e-155,-0.0016510731975784222
Halpern-FBHF,0,-3.0,1817,0.0016501650165016465,6.1572608149338245e-49,-0.0016501650165016465,7.644025449822369e-49,1.4740385552349512e-48,1.730854780865796e-155,-0.0016501650165016465
Halpern-FBHF,0,-3.0,1818,0.0016492578339747075,5.813723368063055e-49,-0.0016492578339747075,1.1860243489243745e-48,1.02536393491003e-48,1.4271701721174072e-155,-0.0016492578339747075
Halpern-FBHF,0,-3.0,1819,0.0016483516483516444,5.489354865966545e-49,-0.0016483516483516444,1.3988447248593196e-48,4.843820404683939e-49,1.1767684604627967e-155,-0.0016483516483516444
Halpern-FBHF,0,-3.0,1820,0.0016474464579901114,5.18308561206742e-49,-0.0016474464579901114,1.3962527883662513e-48,-6.451496540655581e-50,9.703008475479897e-156,-0.0016474464579901114
Halpern-FBHF,0,-3.0,1821,0.0016465422612513682,4.893905608092403e-49,-0.0016465422612513682,1.2019715226565559e-48,-5.450010713775601e-49,8.000588478553971e-156,-0.0016465422612513682
Halpern-FBHF,0,-3.0,1822,0.0016456390565002703,4.6208612220864554e-49,-0.0016456390565002703,8.63505703271226e-49,-8.984353691288456e-49,6.59686482256632e-156,-0.0016456390565002703
Halpern-FBHF,0,-3.0,1823,0.0016447368421052592,4.3630520424152706e-49,-0.0016447368421052592,4.430308524673865e-49,-1.0900061136779937e-48,5.439429699297796e-156,-0.0016447368421052592
Halpern-FBHF,0,-3.0,1824,0.0016438356164383521,4.119627907373052e-49,-0.0016438356164383521,7.25345657707892e-51,-1.1109320994650025e-48,4.485070581645657e-156,-0.0016438356164383521
Halpern-FBHF,0,-3.0,1825,0.0016429353778751328,3.889786100592525e-49,-0.0016429353778751328,-3.822518735849477e-49,-9.768463687982443e-49,3.6981568425466826e-156,-0.0016429353778751328
Halpern-FBHF,0,-3.0,1826,0.0016420361247947413,3.6727687030015815e-49,-0.0016420361247947413,-6.769515189503137e-49,-7.229985862139129e-49,3.049309455640093e-156,-0.0016420361247947413
Halpern-FBHF,0,-3.0,1827,0.0016411378555798645,3.467860092587536e-49,-0.0016411378555798645,-8.466110743978325e-49,-3.972807779737256e-49,2.514304108178294e-156,-0.0016411378555798645
Halpern-FBHF,0,-3.0,1828,0.0016402405686167262,3.274384583718014e-49,-0.0016402405686167262,-8.814672869638714e-49,-5.22714117684969e-50,2.0731667717570723e-156,-0.0016402405686167262
Halpern-FBHF,0,-3.0,1829,0.0016393442622950778,3.091704198227977e-49,-0.0016393442622950778,-7.913498703759844e-49,2.625018645413129e-49,1.709427962335268e-156,-0.0016393442622950778
Halpern-FBHF,0,-3.0,1830,0.001638448935008188,2.9192165609174457e-49,-0.001638448935008188,-6.022047850124545e-49,5.0704076930795834e-49,1.4095078460598966e-156,-0.001638448935008188
Halpern-FBHF,0,-3.0,1831,0.0016375545851528342,2.7563529125150474e-49,-0.0016375545851528342,-3.507788518452337e-49,6.553420350023206e-49,1.1622092328394806e-156,-0.0016375545851528342
Halpern-FBHF,0,-3.0,1832,0.001636661211129292,2.602576233550235e-49,-0.001636661211129292,-7.83959377009672e-50,6.974545272406954e-49,9.582995278306552e-157,-0.001636661211129292
Halpern-FBHF,0,-3.0,1833,0.0016357688113413263,2.4573794729431308e-49,-0.0016357688113413263,1.7522105669935365e-49,6.391062590410612e-49,7.901660324284147e-157,-0.0016357688113413263
Halpern-FBHF,0,-3.0,1834,0.001634877384196181,2.320283875466521e-49,-0.001634877384196181,3.772379765458918e-49,4.992161717158208e-49,6.515317249949934e-157,-0.001634877384196181
Halpern-FBHF,0,-3.0,1835,0.0016339869281045709,2.1908374025608976e-49,-0.0016339869281045709,5.0547652047570136e-49,3.05862216482768e-49,5.372209096823506e-157,-0.0016339869281045709
Halpern-FBHF,0,-3.0,1836,0.0016330974414806708,2.068613241291534e-49,-0.0016330974414806708,5.503076906287558e-49,9.142751567530595e-50,4.4296598361233343e-157,-0.0016330974414806708
Halpern-FBHF,0,-3.0,1837,0.001632208922742107,1.9532083965275063e-49,-0.001632208922742107,5.1461449047717456e-49,-1.1231890414332139e-49,3.652481078966712e-157,-0.001632208922742107
Halpern-FBHF,0,-3.0,1838,0.001631321370309947,1.8442423616972134e-49,-0.001631321370309947,4.1203842134761285e-49,-2.785233739407295e-49,3.011658338276876e-157,-0.001631321370309947
Halpern-FBHF,0,-3.0,1839,0.0016304347826086917,1.7413558637343068e-49,-0.0016304347826086917,2.639370118240069e-49,-3.884065028285108e-49,2.4832677931387064e-157,-0.0016304347826086917
Halpern-FBHF,0,-3.0,1840,0.0016295491580662644,1.6442096780727832e-49,-0.0016295491580662644,9.56104896629444e-50,-4.329693509405616e-49,2.0475831124305035e-157,-0.0016295491580662644
Halpern-FBHF,0,-3.0,1841,0.0016286644951140025,1.5524835097811684e-49,-0.0016286644951140025,-6.76043466145937e-50,-4.1316984997198665e-49,1.6883389906282625e-157,-0.0016286644951140025
Halpern-FBHF,0,-3.0,1842,0.0016277807921866482,1.4658749371440116e-49,-0.0016277807921866482,-2.038216093050306e-49,-3.387111397661649e-49,1.3921238996789144e-157,-0.0016277807921866482
Halpern-FBHF,0,-3.0,1843,0.0016268980477223388,1.3840984142049894e-49,-0.0016268980477223388,-2.9724107997644393e-49,-2.2575896651826154e-49,1.1478793852300962e-157,-0.0016268980477223388
Halpern-FBHF,0,-3.0,1844,0.0016260162601625977,1.3068843289805046e-49,-0.0016260162601625977,-3.3966048829895374e-49,-9.401812915776006e-50,9.464872134149298e-158,-0.0016260162601625977
Halpern-FBHF,0,-3.0,1845,0.0016251354279523255,1.2339781142363864e-49,-0.0016251354279523255,-3.3077913960104335e-49,3.6360554950839833e-50,7.804289543440954e-158,-0.0016251354279523255
Halpern-FBHF,0,-3.0,1846,0.0016242555495397904,1.1651394078937625e-49,-0.0016242555495397904,-2.773822395322721e-49,1.4759912963815718e-49,6.4350529291734714e-158,-0.0016242555495397904
Halpern-FBHF,0,-3.0,1847,0.0016233766233766196,1.1001412602939518e-49,-0.0016233766233766196,-1.9163946266263356e-49,2.2647939995303475e-49,5.306045875081876e-158,-0.0016233766233766196
Halpern-FBHF,0,-3.0,1848,0.0016224986479177895,1.0387693857068648e-49,-0.0016224986479177895,-8.884776071030664e-50,2.65665726880493e-49,4.375120357571567e-158,-0.0016224986479177895
Halpern-FBHF,0,-3.0,1849,0.0016216216216216176,9.808214556133962e-50,-0.0016216216216216176,1.5010975955481245e-50,2.6407557083403117e-49,3.607523227810059e-158,-0.0016216216216216176
Halpern-FBHF,0,-3.0,1850,0.001620745542949753,9.261064314301552e-50,-0.001620745542949753,1.0554153171624234e-49,2.2635012040600822e-49,2.9745987717153446e-158,-0.001620745542949753
Halpern-FBHF,0,-3.0,1851,0.0016198704103671665,8.744439344750267e-50,-0.0016198704103671665,1.7174245261823345e-49,1.6159539288466106e-49,2.4527189089185796e-158,-0.0016198704103671665
Halpern-FBHF,0,-3.0,1852,0.0016189962223421438,8.256636510949513e-50,-0.0016189962223421438,2.0715053734015487e-49,8.164601351943351e-50,2.022401090629626e-158,-0.0016189962223421438
Halpern-FBHF,0,-3.0,1853,0.0016181229773462743,7.796047709933427e-50,-0.0016181229773462743,2.1023724348012427e-49,-8.57848254723377e-52,1.6675809640090483e-158,-0.0016181229773462743
Halpern-FBHF,0,-3.0,1854,0.0016172506738544434,7.361154569041063e-50,-0.0016172506738544434,1.8408364427313853e-49,-7.429572385560015e-50,1.3750126487870835e-158,-0.0016172506738544434
Halpern-FBHF,0,-3.0,1855,0.0016163793103448234,6.950523438626689e-50,-0.0016163793103448234,1.3545687192775123e-49,-1.2955393278385589e-49,1.1337742362001793e-158,-0.0016163793103448234
Halpern-FBHF,0,-3.0,1856,0.0016155088852988651,6.562800664220818e-50,-0.0016155088852988651,7.347993815833062e-50,-1.6100673187580305e-49,9.348600487182092e-159,-0.0016155088852988651
Halpern-FBHF,0,-3.0,1857,0.0016146393972012877,6.1967081225447925e-50,-0.0016146393972012877,8.1219159016358e-51,-1.669115032375866e-49,7.708444381795019e-159,-0.0016146393972012877
Halpern-FBHF,0,-3.0,1858,0.0016137708445400712,5.851039006652245e-50,-0.0016137708445400712,-5.126445372724855e-50,-1.4922719861854695e-49,6.356045707710864e-159,-0.0016137708445400712
Halpern-FBHF,0,-3.0,1859,0.0016129032258064475,5.5246538462929115e-50,-0.0016129032258064475,-9.716181202900034e-50,-1.129435529789459e-49,5.240918495039495e-159,-0.0016129032258064475
Halpern-FBHF,0,-3.0,1860,0.001612036539494891,5.216476750370275e-50,-0.001612036539494891,-1.2472267839464088e-49,-6.506635161940212e-50,4.32143440657609e-159,-0.001612036539494891
Halpern-FBHF,0,-3.0,1861,0.0016111707841031107,4.925491859097481e-50,-0.0016111707841031107,-1.3214636510171963e-49,-1.3435566566489726e-50,3.563268678988419e-159,-0.0016111707841031107
Halpern-FBHF,0,-3.0,1862,0.0016103059581320407,4.650739994147657e-50,-0.0016103059581320407,-1.2059611669506523e-49,3.444302026085361e-50,2.9381187231497907e-159,-0.0016103059581320407
Halpern-FBHF,0,-3.0,1863,0.0016094420600858326,4.391315495748266e-50,-0.0016094420600858326,-9.371773056864853e-50,7.239353254324367e-50,2.4226475453396723e-159,-0.0016094420600858326
Halpern-FBHF,0,-3.0,1864,0.0016085790884718455,4.1463632362857656e-50,-0.0016085790884718455,-5.686906302986784e-50,9.627488089151112e-50,1.9976125443556828e-159,-0.0016085790884718455
Halpern-FBHF,0,-3.0,1865,0.0016077170418006387,3.9150758005692706e-50,-0.0016077170418006387,-1.6197709397807317e-50,1.0432943932461824e-49,1.6471471602675578e-159,-0.0016077170418006387
Halpern-FBHF,0,-3.0,1866,0.0016068559185859624,3.696690823451839e-50,-0.0016068559185859624,2.2289868499891534e-50,9.716620937301966e-50,1.358168556975839e-159,-0.0016068559185859624
Halpern-FBHF,0,-3.0,1867,0.0016059957173447494,3.4904884760270816e-50,-0.0016059957173447494,5.353885647974211e-50,7.742042692612083e-50,1.119889225961435e-159,-0.0016059957173447494
Halpern-FBHF,0,-3.0,1868,0.0016051364365971064,3.2957890921090347e-50,-0.0016051364365971064,7.403786115580346e-50,4.917150178600005e-50,9.234142782927594e-160,-0.0016051364365971064
Halpern-FBHF,0,-3.0,1869,0.0016042780748663059,3.1119509271660683e-50,-0.0016042780748663059,8.213430320172968e-50,1.7225524973425723e-50,7.614093909393386e-160,-0.0016042780748663059
Halpern-FBHF,0,-3.0,1870,0.0016034206306787771,2.938368042316569e-50,-0.0016034206306787771,7.806004146253628e-50,-1.3624322222615425e-50,6.278270111553525e-160,-0.0016034206306787771
Halpern-FBHF,0,-3.0,1871,0.0016025641025640984,2.7744683064067576e-50,-0.0016025641025640984,6.369513024349146e-50,-3.925537630215675e-50,5.1768059761972404e-160,-0.0016025641025640984
Halpern-FBHF,0,-3.0,1872,0.0016017084890549878,2.6197115095805436e-50,-0.0016017084890549878,4.213058942616415e-50,-5.670959470345032e-50,4.2685847034912e-160,-0.0016017084890549878
Halpern-FBHF,0,-3.0,1873,0.0016008537886872958,2.473587582119177e-50,-0.0016008537886872958,1.7112097877772645e-50,-6.447395282558054e-50,3.5197032008816384e-160,-0.0016008537886872958
Halpern-FBHF,0,-3.0,1874,0.0015999999999999957,2.3356149126757062e-50,-0.0015999999999999957,-7.545990925153715e-51,-6.253175979347446e-50,2.9022064713189634e-160,-0.0015999999999999957
Halpern-FBHF,0,-3.0,1875,0.0015991471215351769,2.205338760357183e-50,-0.0015991471215351769,-2.8492526950165027e-50,-5.220268096512198e-50,2.3930440486788495e-160,-0.0015991471215351769
Halpern-FBHF,0,-3.0,1876,0.001598295151838035,2.0823297554171602e-50,-0.001598295151838035,-4.325007632487547e-50,-3.581637622935311e-50,1.9732095227172375e-160,-0.001598295151838035
Halpern-FBHF,0,-3.0,1877,0.0015974440894568646,1.9661824836133158e-50,-0.0015974440894568646,-5.046078991006142e-50,-1.6282668590795054e-50,1.627031030972157e-160,-0.0015974440894568646
Halpern-FBHF,0,-3.0,1878,0.0015965939329430504,1.8565141495610788e-50,-0.0015965939329430504,-4.9951678814830105e-50,3.371439551370736e-51,1.3415862308870204e-160,-0.0015965939329430504
Halpern-FBHF,0,-3.0,1879,0.0015957446808510594,1.752963314674699e-50,-0.0015957446808510594,-4.262990676686502e-50,2.0430652639501588e-50,1.1062199124815355e-160,-0.0015957446808510594
Halpern-FBHF,0,-3.0,1880,0.0015948963317384325,1.6551887055332772e-50,-0.0015948963317384325,-3.0240929163479626e-50,3.28309018139197e-50,9.121462436251259e-161,-0.0015948963317384325
Halpern-FBHF,0,-3.0,1881,0.0015940488841657767,1.5628680887415644e-50,-0.0015940488841657767,-1.5037605232273785e-50,3.9372509858417567e-50,7.52120799422721e-161,-0.0015940488841657767
Halpern-FBHF,0,-3.0,1882,0.001593202336696756,1.4756972085747178e-50,-0.001593202336696756,5.845692484731499e-52,3.9791396088545787e-50,6.201701323545872e-161,-0.001593202336696756
Halpern-FBHF,0,-3.0,1883,0.0015923566878980845,1.3933887839032738e-50,-0.0015923566878980845,1.4432283630524874e-50,3.4693926016067326e-50,5.113687878766149e-161,-0.0015923566878980845
Halpern-FBHF,0,-3.0,1884,0.0015915119363395177,1.315671561090186e-50,-0.0015915119363395177,2.4794042671519795e-50,2.5379149922044863e-50,4.216554413775186e-161,-0.0015915119363395177
Halpern-FBHF,0,-3.0,1885,0.0015906680805938445,1.2422894197363566e-50,-0.0015906680805938445,3.0623229172055454e-50,1.3585082181413147e-50,3.4768129282726064e-161,-0.0015906680805938445
Halpern-FBHF,0,-3.0,1886,0.001589825119236879,1.1730005283254729e-50,-0.001589825119236879,3.1609902074553034e-50,1.2021420010008512e-51,2.86685059657963e-161,-0.001589825119236879
Halpern-FBHF,0,-3.0,1887,0.0015889830508474527,1.1075765469835042e-50,-0.0015889830508474527,2.8143524343455557e-50,-1.0003284962312658e-50,2.3638990135011932e-161,-0.0015889830508474527
Halpern-FBHF,0,-3.0,1888,0.0015881418740074065,1.0458018747236657e-50,-0.0015881418740074065,2.1183572761881146e-50,-1.86182547109148e-50,1.9491842792109364e-161,-0.0015881418740074065
Halpern-FBHF,0,-3.0,1889,0.0015873015873015825,9.87472938694359e-51,-0.0015873015873015825,1.206580854446612e-50,-2.3739201901954136e-50,1.6072261959414307e-161,-0.0015873015873015825
Halpern-FBHF,0,-3.0,1890,0.0015864621893178165,9.323975230861663e-51,-0.0015864621893178165,2.2778211357169687e-51,-2.504093348837003e-50,1.3252604156645562e-161,-0.0015864621893178165
Halpern-FBHF,0,-3.0,1891,0.0015856236786469299,8.803941354847785e-51,-0.0015856236786469299,-6.761962808230927e-51,-2.275862130281967e-50,1.0927619677420098e-161,-0.0015856236786469299
Halpern-FBHF,0,-3.0,1892,0.0015847860538827213,8.312914085802445e-51,-0.0015847860538827213,-1.389179743256018e-50,-1.759470368408335e-50,9.01052380057318e-162,-0.0015847860538827213
Halpern-FBHF,0,-3.0,1893,0.0015839493136219596,7.849275352595587e-51,-0.0015839493136219596,-1.8338510997674699e-50,-1.0571638786148755e-50,7.42975727690082e-162,-0.0015839493136219596
Halpern-FBHF,0,-3.0,1894,0.0015831134564643756,7.411497352196953e-51,-0.0015831134564643756,-1.978167258670628e-50,-2.856625935429488e-51,6.126315162544261e-162,-0.0015831134564643756
Halpern-FBHF,0,-3.0,1895,0.0015822784810126539,6.998137513421837e-51,-0.0015822784810126539,-1.8348554157903732e-50,4.4145665604323946e-51,5.051544286520377e-162,-0.0015822784810126539
Halpern-FBHF,0,-3.0,1896,0.0015814443858724258,6.60783374168454e-51,-0.0015814443858724258,-1.454808493683069e-50,1.0290348712935535e-50,4.1653271338825377e-162,-0.0015814443858724258
Halpern-FBHF,0,-3.0,1897,0.0015806111696522612,6.239299929078871e-51,-0.0015806111696522612,-9.159494072382093e-51,1.4114170464943996e-50,3.4345843507399993e-162,-0.0015806111696522612
Halpern-FBHF,0,-3.0,1898,0.0015797788309636607,5.891321714979988e-51,-0.0015797788309636607,-3.095865266045139e-51,1.5582797393783742e-50,2.8320399713566236e-162,-0.0015797788309636607
Halpern-FBHF,0,-3.0,1899,0.0015789473684210483,5.562752483188157e-51,-0.0015789473684210483,2.735916602492399e-51,1.4749690473236737e-50,2.3352032748027045e-162,-0.0015789473684210483
Halpern-FBHF,0,-3.0,1900,0.001578116780641763,5.2525095824151995e-51,-0.001578116780641763,7.559179968547017e-51,1.197897785420647e-50,1.9255292652568328e-162,-0.001578116780641763
Halpern-FBHF,0,-3.0,1901,0.0015772870662460524,4.959570757650922e-51,-0.0015772870662460524,1.082013086134526e-50,7.861704515467953e-51,1.587726437925301e-162,-0.0015772870662460524
Halpern-FBHF,0,-3.0,1902,0.0015764582238570635,4.682970780642333e-51,-0.0015764582238570635,1.2239826171406498e-50,3.1099648084293485e-51,1.30918599057829e-162,-0.0015764582238570635
Halpern-FBHF,0,-3.0,1903,0.001575630252100836,4.42179826837518e-51,-0.001575630252100836,1.1822722472336177e-50,-1.5541283677800818e-51,1.0795111741376842e-162,-0.001575630252100836
Halpern-FBHF,0,-3.0,1904,0.0015748031496062949,4.1751926790672586e-51,-0.0015748031496062949,9.825333676426111e-51,-5.498812476281931e-51,8.90129213824396e-163,-0.0015748031496062949
Halpern-FBHF,0,-3.0,1905,0.0015739769150052423,3.9423414757684685e-51,-0.0015739769150052423,6.693632216666199e-51,-8.259738913734441e-51,7.339713146257956e-163,-0.0015739769150052423
Halpern-FBHF,0,-3.0,1906,0.0015731515469323502,3.7224774482152475e-51,-0.0015731515469323502,2.981189542477831e-51,-9.585662968559298e-51,6.052088063363043e-163,-0.0015731515469323502
Halpern-FBHF,0,-3.0,1907,0.001572327044025153,3.514876184108989e-51,-0.001572327044025153,-7.386009050859904e-52,-9.449880230210532e-51,4.990355790297428e-163,-0.001572327044025153
Halpern-FBHF,0,-3.0,1908,0.0015715034049240397,3.318853681480784e-51,-0.0015715034049240397,-3.953508305444166e-51,-8.029551225048802e-51,4.114886877688414e-163,-0.0015715034049240397
Halpern-FBHF,0,-3.0,1909,0.001570680628272247,3.1337640942700796e-51,-0.001570680628272247,-6.276258746131092e-51,-5.659238788732942e-51,3.3930043014887046e-163,-0.001570680628272247
Halpern-FBHF,0,-3.0,1910,0.0015698587127158513,2.9589976036842077e-51,-0.0015698587127158513,-7.484232179619223e-51,-2.767842343850075e-51,2.797763750952813e-163,-0.0015698587127158513
Halpern-FBHF,0,-3.0,1911,0.0015690376569037615,2.793978408320462e-51,-0.0015690376569037615,-7.532217052441448e-51,1.905998678505579e-52,2.3069479004489704e-163,-0.0015690376569037615
Halpern-FBHF,0,-3.0,1912,0.0015682174594877116,2.6381628264240944e-51,-0.0015682174594877116,-6.539390326544495e-51,2.8020618388793133e-51,1.9022371239771073e-163,-0.0015682174594877116
Halpern-FBHF,0,-3.0,1913,0.001567398119122253,2.4910375040253475e-51,-0.001567398119122253,-4.755107686969552e-51,4.7451154202907093e-51,1.5685256974862958e-163,-0.001567398119122253
Halpern-FBHF,0,-3.0,1914,0.001566579634464748,2.352117723047801e-51,-0.001566579634464748,-2.5105049446379433e-51,5.8250830636652e-51,1.2933579648123944e-163,-0.001566579634464748
Halpern-FBHF,0,-3.0,1915,0.0015657620041753613,2.2209458038099798e-51,-0.0015657620041753613,-1.641033229957242e-52,5.987060716526555e-51,1.0664634210114725e-163,-0.0015657620041753613
Halpern-FBHF,0,-3.0,1916,0.0015649452269170538,2.097089596653421e-51,-0.0015649452269170538,1.9504526033297996e-51,5.3083114243556926e-51,8.793733592033566e-164,-0.0015649452269170538
Halpern-FBHF,0,-3.0,1917,0.0015641293013555746,1.9801410577242866e-51,-0.0015641293013555746,3.56757014065862e-51,3.973312191723527e-51,7.251047715923298e-164,-0.0015641293013555746
Halpern-FBHF,0,-3.0,1918,0.001563314226159454,1.8697149042131278e-51,-0.001563314226159454,4.518846045695045e-51,2.2367657020819132e-51,5.978997057473283e-164,-0.001563314226159454
Halpern-FBHF,0,-3.0,1919,0.001562499999999996,1.7654473446193898e-51,-0.001562499999999996,4.745682403221475e-51,3.8096726373591335e-52,4.930103472117325e-164,-0.001562499999999996
Halpern-FBHF,0,-3.0,1920,0.0015616866215512712,1.6669948798546265e-51,-0.0015616866215512712,4.2954376440281486e-51,-1.325999442489622e-51,4.0652180634220945e-164,-0.0015616866215512712
Halpern-FBHF,0,-3.0,1921,0.0015608740894901103,1.574033171232009e-51,-0.0015608740894901103,3.30342708846689e-51,-2.6655800859415328e-51,3.3520599465988143e-164,-0.0015608740894901103
Halpern-FBHF,0,-3.0,1922,0.0015600624024960958,1.486255971610211e-51,-0.0015600624024960958,1.96478198095497e-51,-3.4934284057497657e-51,2.7640113647032812e-164,-0.0015600624024960958
