data,blur,noise,mode,c,method,image_index,oracle_K,network_forward_K,backtracks_K,rel_primal_error_K
real,train,train,bv,0.9,fixed-precond,28,4000,0,0,0.00027249258710071445
real,train,train,bv,0.9,fixed-precond,29,4000,0,0,0.0005632289103232324
real,train,train,bv,0.9,fixed-precond,30,4000,0,0,0.0001905973767861724
real,train,train,bv,0.9,fixed-precond,31,4000,0,0,0.00025934644509106874
real,train,train,bv,0.9,fixed-precond,32,4000,0,0,0.00018716549675446004
real,train,train,bv,0.9,fixed-precond,33,4000,0,0,0.0003077324654441327
real,train,train,bv,0.9,fixed-precond,34,4000,0,0,0.00023104652063921094
real,train,train,bv,0.9,fixed-precond,35,4000,0,0,0.00010006661614170298
real,train,train,bv,0.9,fixed-precond,36,4000,0,0,0.00046994685544632375
real,train,train,bv,0.9,fixed-precond,37,4000,0,0,0.00014893322077114135
real,train,train,bv,0.9,fixed-precond,38,4000,0,0,0.0001972186437342316
real,train,train,bv,0.9,fixed-precond,39,4000,0,0,9.546930232318118e-05
real,train,train,bv,0.9,fixed-precond,40,4000,0,0,0.00022596555936615914
real,train,train,bv,0.9,fixed-precond,41,4000,0,0,0.0002672479022294283
real,train,train,bv,0.9,fixed-precond,42,4000,0,0,0.00010295287938788533
real,train,train,bv,0.9,fixed-precond,43,4000,0,0,0.00021033809753134847
real,train,train,bv,0.9,fixed-precond,44,4000,0,0,0.00038936652708798647
real,train,train,bv,0.9,fixed-precond,45,4000,0,0,0.0004090665024705231
real,train,train,bv,0.9,fixed-precond,46,4000,0,0,0.0001645355368964374
real,train,train,bv,0.9,fixed-precond,47,4000,0,0,0.0003465527843218297
real,train,train,bv,0.9,fixed-precond,48,4000,0,0,0.00016856889124028385
real,train,train,bv,0.9,fixed-precond,49,4000,0,0,8.419813821092248e-05
real,train,train,bv,0.9,fixed-precond,50,4000,0,0,0.00010094972822116688
real,train,train,bv,0.9,fixed-precond,51,4000,0,0,0.00042546927579678595
real,train,train,bv,0.9,fixed-precond,52,4000,0,0,0.00010662267595762387
real,train,train,bv,0.9,fixed-precond,53,4000,0,0,0.00017820045468397439
real,train,train,bv,0.9,fixed-precond,54,4000,0,0,0.00013559384387917817
real,train,train,bv,0.9,fixed-precond,55,4000,0,0,0.00010825884237419814
real,train,train,bv,0.9,fixed-precond,56,4000,0,0,0.00017963958089239895
real,train,train,bv,0.9,fixed-precond,57,4000,0,0,0.00010739335266407579
real,train,train,bv,0.9,fixed-precond,58,4000,0,0,8.8089334894903e-05
real,train,train,bv,0.9,fixed-precond,59,4000,0,0,8.861768583301455e-05
real,train,train,bv,0.9,fixed-precond,60,4000,0,0,0.0001788371300790459
real,train,train,bv,0.9,fixed-precond,61,4000,0,0,0.000150376494275406
real,train,train,bv,0.9,fixed-precond,62,4000,0,0,0.00018890996580012143
real,train,train,bv,0.9,fixed-precond,63,4000,0,0,0.000131336142658256
real,train,train,bv,0.9,learned-warped-bv-c0.9,0,4000,1000,0,5.890359898330644e-05
real,train,train,bv,0.9,learned-warped-bv-c0.9,1,4000,1000,0,0.00012942845933139324
real,train,train,bv,0.9,learned-warped-bv-c0.9,2,4000,1000,0,0.0004581482498906553
real,train,train,bv,0.9,learned-warped-bv-c0.9,3,4000,1000,0,0.00019898674509022385
real,train,train,bv,0.9,learned-warped-bv-c0.9,4,4000,1000,0,7.970465230755508e-05
real,train,train,bv,0.9,learned-warped-bv-c0.9,5,4000,1000,0,4.9261208914685994e-05
real,train,train,bv,0.9,learned-warped-bv-c0.9,6,4000,1000,0,0.00016360012523364276
real,train,train,bv,0.9,learned-warped-bv-c0.9,7,4000,1000,0,0.00015404654550366104
real,train,train,bv,0.9,learned-warped-bv-c0.9,8,4000,1000,0,5.174964098841883e-05
real,train,train,bv,0.9,learned-warped-bv-c0.9,9,4000,1000,0,6.0941532865399495e-05
real,train,train,bv,0.9,learned-warped-bv-c0.9,10,4000,1000,0,0.00011909203749382868
real,train,train,bv,0.9,learned-warped-bv-c0.9,11,4000,1000,0,8.262063784059137e-05
real,train,train,bv,0.9,learned-warped-bv-c0.9,12,4000,1000,0,7.661343988729641e-05
real,train,train,bv,0.9,learned-warped-bv-c0.9,13,4000,1000,0,0.00021670080604963005
real,train,train,bv,0.9,learned-warped-bv-c0.9,14,4000,1000,0,7.25058707757853e-05
real,train,train,bv,0.9,learned-warped-bv-c0.9,15,4000,1000,0,0.0003293320769444108
real,train,train,bv,0.9,learned-warped-bv-c0.9,16,4000,1000,0,6.62986421957612e-05
real,train,train,bv,0.9,learned-warped-bv-c0.9,17,4000,1000,0,0.00015071303641889244
real,train,train,bv,0.9,learned-warped-bv-c0.9,18,4000,1000,0,3.682448004838079e-05
real,train,train,bv,0.9,learned-warped-bv-c0.9,19,4000,1000,0,0.00019151308515574783
real,train,train,bv,0.9,learned-warped-bv-c0.9,20,4000,1000,0,0.00021638987527694553
real,train,train,bv,0.9,learned-warped-bv-c0.9,21,4000,1000,0,9.8506010544952e-05
real,train,train,bv,0.9,learned-warped-bv-c0.9,22,4000,1000,0,9.9168173619546e-05
real,train,train,bv,0.9,learned-warped-bv-c0.9,23,4000,1000,0,0.00010910378478001803
real,train,train,bv,0.9,learned-warped-bv-c0.9,24,4000,1000,0,0.0001690629287622869
real,train,train,bv,0.9,learned-warped-bv-c0.9,25,4000,1000,0,0.0002194305561715737
real,train,train,bv,0.9,learned-warped-bv-c0.9,26,4000,1000,0,0.0002165657060686499
real,train,train,bv,0.9,learned-warped-bv-c0.9,27,4000,1000,0,9.899248107103631e-05
real,train,train,bv,0.9,learned-warped-bv-c0.9,28,4000,1000,0,0.00013074807066004723
real,train,train,bv,0.9,learned-warped-bv-c0.9,29,4000,1000,0,0.0002601034357212484
real,train,train,bv,0.9,learned-warped-bv-c0.9,30,4000,1000,0,9.13428157218732e-05
real,train,train,bv,0.9,learned-warped-bv-c0.9,31,4000,1000,0,0.00016155166667886078
real,train,train,bv,0.9,learned-warped-bv-c0.9,32,4000,1000,0,0.00011992509826086462
real,train,train,bv,0.9,learned-warped-bv-c0.9,33,4000,1000,0,0.00019189035810995847
real,train,train,bv,0.9,learned-warped-bv-c0.9,34,4000,1000,0,0.00011016328062396497
real,train,train,bv,0.9,learned-warped-bv-c0.9,35,4000,1000,0,5.503137072082609e-05
real,train,train,bv,0.9,learned-warped-bv-c0.9,36,4000,1000,0,0.0002809373545460403
real,train,train,bv,0.9,learned-warped-bv-c0.9,37,4000,1000,0,8.864390110829845e-05
real,train,train,bv,0.9,learned-warped-bv-c0.9,38,4000,1000,0,9.897526615532115e-05
real,train,train,bv,0.9,learned-warped-bv-c0.9,39,4000,1000,0,4.967430140823126e-05
real,train,train,bv,0.9,learned-warped-bv-c0.9,40,4000,1000,0,0.00011208960495423526
real,train,train,bv,0.9,learned-warped-bv-c0.9,41,4000,1000,0,0.0003041258896701038
real,train,train,bv,0.9,learned-warped-bv-c0.9,42,4000,1000,0,4.4157768570585176e-05
real,train,train,bv,0.9,learned-warped-bv-c0.9,43,4000,1000,0,0.00010667612514225766
real,train,train,bv,0.9,learned-warped-bv-c0.9,44,4000,1000,0,0.00019227761367801577
real,train,train,bv,0.9,learned-warped-bv-c0.9,45,4000,1000,0,0.00016538865747861564
real,train,train,bv,0.9,learned-warped-bv-c0.9,46,4000,1000,0,9.247058187611401e-05
real,train,train,bv,0.9,learned-warped-bv-c0.9,47,4000,1000,0,0.00017514356295578182
real,train,train,bv,0.9,learned-warped-bv-c0.9,48,4000,1000,0,9.566370863467455e-05
real,train,train,bv,0.9,learned-warped-bv-c0.9,49,4000,1000,0,4.984093538951129e-05
real,train,train,bv,0.9,learned-warped-bv-c0.9,50,4000,1000,0,5.633079490507953e-05
real,train,train,bv,0.9,learned-warped-bv-c0.9,51,4000,1000,0,0.00021489420032594353
real,train,train,bv,0.9,learned-warped-bv-c0.9,52,4000,1000,0,6.141555059002712e-05
real,train,train,bv,0.9,learned-warped-bv-c0.9,53,4000,1000,0,8.286202501039952e-05
real,train,train,bv,0.9,learned-warped-bv-c0.9,54,4000,1000,0,6.822895375080407e-05
real,train,train,bv,0.9,learned-warped-bv-c0.9,55,4000,1000,0,5.9979753132211044e-05
real,train,train,bv,0.9,learned-warped-bv-c0.9,56,4000,1000,0,8.848369179759175e-05
real,train,train,bv,0.9,learned-warped-bv-c0.9,57,4000,1000,0,5.532243085326627e-05
real,train,train,bv,0.9,learned-warped-bv-c0.9,58,4000,1000,0,4.2973868403350934e-05
real,train,train,bv,0.9,learned-warped-bv-c0.9,59,4000,1000,0,4.982645987183787e-05
real,train,train,bv,0.9,learned-warped-bv-c0.9,60,4000,1000,0,8.76979756867513e-05
real,train,train,bv,0.9,learned-warped-bv-c0.9,61,4000,1000,0,6.675576150882989e-05
real,train,train,bv,0.9,learned-warped-bv-c0.9,62,4000,1000,0,0.00018740184896159917
real,train,train,bv,0.9,learned-warped-bv-c0.9,63,4000,1000,0,9.499755833530799e-05
