data,blur,noise,method,image_index,rel_primal_error_K,oracle_K
synthetic,train,train,fixed-precond,4,0.0007584833656437695,4000
synthetic,train,train,fixed-precond,5,0.0030323914252221584,4000
synthetic,train,train,fixed-precond,6,0.001002602162770927,4000
synthetic,train,train,fixed-precond,7,0.0012730598682537675,4000
synthetic,train,train,fixed-precond,8,0.0013310662470757961,4000
synthetic,train,train,fixed-precond,9,0.0013453408610075712,4000
synthetic,train,train,fixed-precond,10,0.0021576525177806616,4000
synthetic,train,train,fixed-precond,11,0.0024570811074227095,4000
synthetic,train,train,fixed-precond,12,0.0018870930653065443,4000
synthetic,train,train,fixed-precond,13,0.0017630847869440913,4000
synthetic,train,train,fixed-precond,14,0.0016648460878059268,4000
synthetic,train,train,fixed-precond,15,0.0016614152118563652,4000
synthetic,train,train,fixed-precond,16,0.0015331903705373406,4000
synthetic,train,train,fixed-precond,17,0.001709494972601533,4000
synthetic,train,train,fixed-precond,18,0.0014135160017758608,4000
synthetic,train,train,fixed-precond,19,0.003002178855240345,4000
synthetic,train,train,fixed-precond,20,0.001327268430031836,4000
synthetic,train,train,fixed-precond,21,0.0009623225196264684,4000
synthetic,train,train,fixed-precond,22,0.0025582921225577593,4000
synthetic,train,train,fixed-precond,23,0.0027469941414892673,4000
synthetic,train,train,fixed-precond,24,0.0038302517496049404,4000
synthetic,train,train,fixed-precond,25,0.00134672736749053,4000
synthetic,train,train,fixed-precond,26,0.003665239317342639,4000
synthetic,train,train,fixed-precond,27,0.0012717160861939192,4000
synthetic,train,train,fixed-precond,28,0.0019051252165809274,4000
synthetic,train,train,fixed-precond,29,0.0020011593587696552,4000
synthetic,train,train,fixed-precond,30,0.00253430288285017,4000
synthetic,train,train,fixed-precond,31,0.0027611739933490753,4000
synthetic,train,train,fixed-precond,32,0.005280111916363239,4000
synthetic,train,train,fixed-precond,33,0.0009896078845486045,4000
synthetic,train,train,fixed-precond,34,0.002436148701235652,4000
synthetic,train,train,fixed-precond,35,0.0008283393108285964,4000
synthetic,train,train,fixed-precond,36,0.0010522713419049978,4000
synthetic,train,train,fixed-precond,37,0.0023128222674131393,4000
synthetic,train,train,fixed-precond,38,0.0032068996224552393,4000
synthetic,train,train,fixed-precond,39,0.0005802622181363404,4000
synthetic,train,train,fixed-precond,40,0.0012937068240717053,4000
synthetic,train,train,fixed-precond,41,0.0007517035701312125,4000
synthetic,train,train,fixed-precond,42,0.0015147827798500657,4000
synthetic,train,train,fixed-precond,43,0.0009560195612721145,4000
synthetic,train,train,fixed-precond,44,0.0014897312503308058,4000
synthetic,train,train,fixed-precond,45,0.0012990828836336732,4000
synthetic,train,train,fixed-precond,46,0.0014317817986011505,4000
synthetic,train,train,fixed-precond,47,0.001387171447277069,4000
synthetic,train,train,fixed-precond,48,0.0008051072945818305,4000
synthetic,train,train,fixed-precond,49,0.0010730576468631625,4000
synthetic,train,train,fixed-precond,50,0.0008518843678757548,4000
synthetic,train,train,fixed-precond,51,0.0011686790967360139,4000
synthetic,train,train,fixed-precond,52,0.0015022912994027138,4000
synthetic,train,train,fixed-precond,53,0.0015031127259135246,4000
synthetic,train,train,fixed-precond,54,0.0023108513560146093,4000
synthetic,train,train,fixed-precond,55,0.0013550117146223783,4000
synthetic,train,train,fixed-precond,56,0.0021562103647738695,4000
synthetic,train,train,fixed-precond,57,0.0029928397852927446,4000
synthetic,train,train,fixed-precond,58,0.0012413451913744211,4000
synthetic,train,train,fixed-precond,59,0.000622017658315599,4000
synthetic,train,train,fixed-precond,60,0.0016816395800560713,4000
synthetic,train,train,fixed-precond,61,0.0003295878123026341,4000
synthetic,train,train,fixed-precond,62,0.0013237051898613572,4000
synthetic,train,train,fixed-precond,63,0.001166781410574913,4000
synthetic,train,train,learned-warped-bv,0,0.0007435058359988034,4000
synthetic,train,train,learned-warped-bv,1,0.0009975639404729009,4000
synthetic,train,train,learned-warped-bv,2,0.0023620000574737787,4000
synthetic,train,train,learned-warped-bv,3,0.0012553547276183963,4000
synthetic,train,train,learned-warped-bv,4,0.00046163247316144407,4000
synthetic,train,train,learned-warped-bv,5,0.0026536360383033752,4000
synthetic,train,train,learned-warped-bv,6,0.0007164059206843376,4000
synthetic,train,train,learned-warped-bv,7,0.0008164794417098165,4000
synthetic,train,train,learned-warped-bv,8,0.0010103934910148382,4000
synthetic,train,train,learned-warped-bv,9,0.0009514940902590752,4000
synthetic,train,train,learned-warped-bv,10,0.0020542803686112165,4000
synthetic,train,train,learned-warped-bv,11,0.0020230701193213463,4000
synthetic,train,train,learned-warped-bv,12,0.001042893505655229,4000
synthetic,train,train,learned-warped-bv,13,0.0011422830866649747,4000
synthetic,train,train,learned-warped-bv,14,0.0011242644395679235,4000
synthetic,train,train,learned-warped-bv,15,0.001267672167159617,4000
synthetic,train,train,learned-warped-bv,16,0.0009730304009281099,4000
synthetic,train,train,learned-warped-bv,17,0.0011628962820395827,4000
synthetic,train,train,learned-warped-bv,18,0.0009533005068078637,4000
synthetic,train,train,learned-warped-bv,19,0.0030049607157707214,4000
synthetic,train,train,learned-warped-bv,20,0.0014273915439844131,4000
synthetic,train,train,learned-warped-bv,21,0.0005420296220108867,4000
synthetic,train,train,learned-warped-bv,22,0.0021135432180017233,4000
synthetic,train,train,learned-warped-bv,23,0.002004506066441536,4000
synthetic,train,train,learned-warped-bv,24,0.0028761611320078373,4000
synthetic,train,train,learned-warped-bv,25,0.0008803791715763509,4000
synthetic,train,train,learned-warped-bv,26,0.002758714137598872,4000
synthetic,train,train,learned-warped-bv,27,0.0008943499415181577,4000
synthetic,train,train,learned-warped-bv,28,0.001455823890864849,4000
synthetic,train,train,learned-warped-bv,29,0.0015487457858398557,4000
synthetic,train,train,learned-warped-bv,30,0.0021207474637776613,4000
synthetic,train,train,learned-warped-bv,31,0.0019591087475419044,4000
synthetic,train,train,learned-warped-bv,32,0.004159432370215654,4000
synthetic,train,train,learned-warped-bv,33,0.0007353707333095372,4000
synthetic,train,train,learned-warped-bv,34,0.0015796542866155505,4000
synthetic,train,train,learned-warped-bv,35,0.0006061019375920296,4000
synthetic,train,train,learned-warped-bv,36,0.0006857278640381992,4000
synthetic,train,train,learned-warped-bv,37,0.002056915545836091,4000
synthetic,train,train,learned-warped-bv,38,0.002445861231535673,4000
synthetic,train,train,learned-warped-bv,39,0.00032455925247631967,4000
synthetic,train,train,learned-warped-bv,40,0.001038694754242897,4000
synthetic,train,train,learned-warped-bv,41,0.0004611902986653149,4000
synthetic,train,train,learned-warped-bv,42,0.0007887373212724924,4000
synthetic,train,train,learned-warped-bv,43,0.0007132651517167687,4000
synthetic,train,train,learned-warped-bv,44,0.001015390269458294,4000
synthetic,train,train,learned-warped-bv,45,0.0007372854161076248,4000
synthetic,train,train,learned-warped-bv,46,0.000892303476575762,4000
synthetic,train,train,learned-warped-bv,47,0.0009638796909712255,4000
synthetic,train,train,learned-warped-bv,48,0.0004311304655857384,4000
synthetic,train,train,learned-warped-bv,49,0.0006738973315805197,4000
synthetic,train,train,learned-warped-bv,50,0.0005761630018241704,4000
synthetic,train,train,learned-warped-bv,51,0.0006953090196475387,4000
synthetic,train,train,learned-warped-bv,52,0.001117981388233602,4000
synthetic,train,train,learned-warped-bv,53,0.0010073833400383592,4000
synthetic,train,train,learned-warped-bv,54,0.0014426052803173661,4000
synthetic,train,train,learned-warped-bv,55,0.0008403295651078224,4000
synthetic,train,train,learned-warped-bv,56,0.0014195914845913649,4000
synthetic,train,train,learned-warped-bv,57,0.0018150826217606664,4000
synthetic,train,train,learned-warped-bv,58,0.000986507860943675,4000
synthetic,train,train,learned-warped-bv,59,0.00040199095383286476,4000
synthetic,train,train,learned-warped-bv,60,0.0009537155274301767,4000
synthetic,train,train,learned-warped-bv,61,0.00015957454161252826,4000
synthetic,train,train,learned-warped-bv,62,0.000852277793455869,4000
synthetic,train,train,learned-warped-bv,63,0.0007233779761008918,4000
synthetic,train,train,Condat-Vu/PDHG,0,0.00039428475429303944,3999
synthetic,train,train,Condat-Vu/PDHG,1,0.0006297912914305925,3999
synthetic,train,train,Condat-Vu/PDHG,2,0.0023387703113257885,3999
synthetic,train,train,Condat-Vu/PDHG,3,0.0009350902400910854,3999
synthetic,train,train,Condat-Vu/PDHG,4,0.00035455095348879695,3999
synthetic,train,train,Condat-Vu/PDHG,5,0.0023314189165830612,3999
synthetic,train,train,Condat-Vu/PDHG,6,0.0005654849228449166,3999
synthetic,train,train,Condat-Vu/PDHG,7,0.0005242767510935664,3999
synthetic,train,train,Condat-Vu/PDHG,8,0.0012160827172920108,3999
synthetic,train,train,Condat-Vu/PDHG,9,0.0005589164211414754,3999
synthetic,train,train,Condat-Vu/PDHG,10,0.001787278102710843,3999
synthetic,train,train,Condat-Vu/PDHG,11,0.0018747142748907208,3999
synthetic,train,train,Condat-Vu/PDHG,12,0.0006726265419274569,3999
synthetic,train,train,Condat-Vu/PDHG,13,0.0007232622592709959,3999
synthetic,train,train,Condat-Vu/PDHG,14,0.0009923269972205162,3999
synthetic,train,train,Condat-Vu/PDHG,15,0.0013047498650848866,3999
synthetic,train,train,Condat-Vu/PDHG,16,0.000602883636020124,3999
synthetic,train,train,Condat-Vu/PDHG,17,0.0010079680941998959,3999
synthetic,train,train,Condat-Vu/PDHG,18,0.0006410503992810845,3999
synthetic,train,train,Condat-Vu/PDHG,19,0.002673560520634055,3999
synthetic,train,train,Condat-Vu/PDHG,20,0.0013591548195108771,3999
synthetic,train,train,Condat-Vu/PDHG,21,0.0003692250757012516,3999
synthetic,train,train,Condat-Vu/PDHG,22,0.002066121669486165,3999
synthetic,train,train,Condat-Vu/PDHG,23,0.0015766563592478633,3999
synthetic,train,train,Condat-Vu/PDHG,24,0.0023673272226005793,3999
synthetic,train,train,Condat-Vu/PDHG,25,0.000530717836227268,3999
synthetic,train,train,Condat-Vu/PDHG,26,0.00415380671620369,3999
synthetic,train,train,Condat-Vu/PDHG,27,0.0006275605410337448,3999
synthetic,train,train,Condat-Vu/PDHG,28,0.00116057344712317,3999
synthetic,train,train,Condat-Vu/PDHG,29,0.0012811473570764065,3999
synthetic,train,train,Condat-Vu/PDHG,30,0.002116560935974121,3999
synthetic,train,train,Condat-Vu/PDHG,31,0.0019227196462452412,3999
synthetic,train,train,Condat-Vu/PDHG,32,0.005152339115738869,3999
synthetic,train,train,Condat-Vu/PDHG,33,0.0005741384229622781,3999
synthetic,train,train,Condat-Vu/PDHG,34,0.0010246896417811513,3999
synthetic,train,train,Condat-Vu/PDHG,35,0.00046007687342353165,3999
synthetic,train,train,Condat-Vu/PDHG,36,0.00047018512850627303,3999
synthetic,train,train,Condat-Vu/PDHG,37,0.0024591106921434402,3999
synthetic,train,train,Condat-Vu/PDHG,38,0.003096881555393338,3999
synthetic,train,train,Condat-Vu/PDHG,39,0.00021362757252063602,3999
synthetic,train,train,Condat-Vu/PDHG,40,0.0008961700368672609,3999
synthetic,train,train,Condat-Vu/PDHG,41,0.00026542969862930477,3999
synthetic,train,train,Condat-Vu/PDHG,42,0.00042247504461556673,3999
synthetic,train,train,Condat-Vu/PDHG,43,0.0004886368988081813,3999
synthetic,train,train,Condat-Vu/PDHG,44,0.0006757252267561853,3999
synthetic,train,train,Condat-Vu/PDHG,45,0.0004569635493680835,3999
synthetic,train,train,Condat-Vu/PDHG,46,0.000628564681392163,3999
synthetic,train,train,Condat-Vu/PDHG,47,0.000616233388427645,3999
synthetic,train,train,Condat-Vu/PDHG,48,0.0003837139520328492,3999
synthetic,train,train,Condat-Vu/PDHG,49,0.00042286390089429915,3999
synthetic,train,train,Condat-Vu/PDHG,50,0.00035483803367242217,3999
synthetic,train,train,Condat-Vu/PDHG,51,0.000542851397767663,3999
synthetic,train,train,Condat-Vu/PDHG,52,0.0009226684924215078,3999
synthetic,train,train,Condat-Vu/PDHG,53,0.0007181188557296991,3999
synthetic,train,train,Condat-Vu/PDHG,54,0.0010392839321866632,3999
synthetic,train,train,Condat-Vu/PDHG,55,0.000767564692068845,3999
synthetic,train,train,Condat-Vu/PDHG,56,0.001012815278954804,3999
synthetic,train,train,Condat-Vu/PDHG,57,0.0012914827093482018,3999
synthetic,train,train,Condat-Vu/PDHG,58,0.0012540824245661497,3999
synthetic,train,train,Condat-Vu/PDHG,59,0.00026169692864641547,3999
synthetic,train,train,Condat-Vu/PDHG,60,0.0005998383276164532,3999
synthetic,train,train,Condat-Vu/PDHG,61,9.717563807498664e-05,3999
synthetic,train,train,Condat-Vu/PDHG,62,0.0005370561266317964,3999
synthetic,train,train,Condat-Vu/PDHG,63,0.0005191676318645477,3999
