method,instance,rel_error,merit
learned-warped-FBHF,23,0.0018174852011725307,0.00014522600395139307
learned-warped-FBHF,24,0.0019145227270200849,0.00012857496039941907
learned-warped-FBHF,25,0.002040248829871416,0.00018942974566016346
learned-warped-FBHF,26,0.0017741412157192826,0.00011650520900730044
learned-warped-FBHF,27,0.0018848208710551262,0.00014291309344116598
learned-warped-FBHF,28,0.0019428484374657273,0.00018940989684779197
learned-warped-FBHF,29,0.0019555857870727777,0.00019073720613960177
learned-warped-FBHF,30,0.001844763639383018,0.00013264277367852628
learned-warped-FBHF,31,0.0018251941073685884,0.00011642122990451753
learned-warped-FBHF,32,0.0018296238267794251,0.00012586820230353624
learned-warped-FBHF,33,0.0018522925674915314,0.00015094828268047422
learned-warped-FBHF,34,0.0018264313694089651,0.0001570719323353842
learned-warped-FBHF,35,0.0016915324376896024,0.00012129007518524304
learned-warped-FBHF,36,0.0018718752544373274,0.00016030063852667809
learned-warped-FBHF,37,0.0016944120870903134,0.00020732138364110142
learned-warped-FBHF,38,0.001938067376613617,0.00015109454398043454
learned-warped-FBHF,39,0.0018586170626804233,0.00013631806359626353
learned-warped-FBHF,40,0.0019491048296913505,0.00011779911437770352
learned-warped-FBHF,41,0.002070406451821327,0.00015268677088897675
learned-warped-FBHF,42,0.0019417289877310395,0.00012110489478800446
learned-warped-FBHF,43,0.001840802375227213,0.0001339946611551568
learned-warped-FBHF,44,0.0019080942729488015,0.000151016705785878
learned-warped-FBHF,45,0.0018083789618685842,0.00015310363960452378
learned-warped-FBHF,46,0.0018608400132507086,0.00012265480472706258
learned-warped-FBHF,47,0.0019830549135804176,0.00013189943274483085
learned-warped-FBHF,48,0.001908997306600213,0.0001323085161857307
learned-warped-FBHF,49,0.0018667031545192003,0.00014693151751998812
learned-warped-FBHF,50,0.0019015460275113583,0.00015957062714733183
learned-warped-FBHF,51,0.0019290904747322202,0.0001395510189468041
learned-warped-FBHF,52,0.0017949392786249518,0.00012801185948774219
learned-warped-FBHF,53,0.0018277877243235707,0.00015965091006364673
learned-warped-FBHF,54,0.001837145071476698,0.00015266127593349665
learned-warped-FBHF,55,0.0019045688677579165,0.00016768685600254685
learned-warped-FBHF,56,0.0019385996274650097,0.00017600790306460112
learned-warped-FBHF,57,0.0018512464594095945,0.00011784465459641069
learned-warped-FBHF,58,0.0018013824010267854,0.00014775247836951166
learned-warped-FBHF,59,0.0017400718061253428,0.00011709937098203227
learned-warped-FBHF,60,0.0019436749862506986,0.00013841595500707626
learned-warped-FBHF,61,0.0019096790347248316,0.00013058530748821795
learned-warped-FBHF,62,0.002017016289755702,0.00015553344564978033
learned-warped-FBHF,63,0.001976157072931528,0.0001580236857989803
