data,blur,noise,image_index,ref_self_gap_50k_100k,old_fbhf4000_gap_to_ref,last_pdhg_rel_step,fixed_minus_learned_absdiff,fixed_better_than_learned,learned_better_than_fixed,cv_better_than_learned,ref_steps,ref_time_s
real,wide,high,30,5.2215991672710516e-06,0.00023506517754867673,3.3139887278821334e-08,7.137398642953485e-05,0,1,0,100000,78.56296012178063
real,wide,high,31,2.390689587628003e-06,4.613227065419778e-05,5.1673602285973175e-08,0.00012601984781213105,0,1,1,100000,78.56296012178063
real,wide,high,32,1.0960276313198847e-06,0.0001152299446403049,3.979857510216789e-08,0.00017574281082488596,0,1,1,100000,78.56296012178063
real,wide,high,33,8.550856591682532e-07,0.0004560193629004061,4.896069327742225e-08,0.00021083332831040025,1,0,1,100000,78.56296012178063
real,wide,high,34,1.7505531104688998e-06,0.0002730419219005853,1.4650808566329943e-07,7.70425540395081e-05,0,1,1,100000,78.56296012178063
real,wide,high,35,1.785568088052969e-06,4.152323890593834e-05,3.906104595330362e-08,0.0001026783138513565,0,1,1,100000,78.56296012178063
real,wide,high,36,1.3473138551489683e-06,3.220944563508965e-05,5.338975128665879e-08,0.00027045713795814663,0,1,1,100000,78.56296012178063
real,wide,high,37,1.0357010751249618e-06,3.602352808229625e-05,6.300069088638338e-08,0.00012780947145074606,0,1,1,100000,78.56296012178063
real,wide,high,38,3.1814229259907734e-06,4.991633613826707e-05,1.1418447343203297e-07,0.00019968242850154638,0,1,1,100000,78.56296012178063
real,wide,high,39,4.4465369342105987e-07,2.3842178052291274e-05,5.407513725685931e-08,0.00013440207112580538,0,1,1,100000,78.56296012178063
real,wide,high,40,9.220134984389006e-07,0.000594577519223094,6.406386887647386e-08,3.9696169551461935e-06,0,1,0,100000,78.56296012178063
real,wide,high,41,1.4048580396774923e-06,3.0180777685018256e-05,5.423412474669931e-08,0.0001977473875740543,0,1,1,100000,78.56296012178063
real,wide,high,42,5.9608933042909484e-06,0.0024492803495377302,4.974308964733609e-08,0.0001337438588961959,1,0,0,100000,78.56296012178063
real,wide,high,43,1.4614707879445632e-06,0.0001760486193234101,7.082213215880984e-08,4.119228105992079e-05,0,1,1,100000,78.56296012178063
real,wide,high,44,1.468602022214327e-06,0.000824398419354111,3.99812236651087e-08,0.0002616177953314036,0,1,0,100000,78.56296012178063
real,wide,high,45,1.3193592849347624e-06,0.00012923860049340874,8.542222218466122e-08,0.00010432017734274268,0,1,1,100000,78.56296012178063
real,wide,high,46,2.24245172830706e-06,0.0006273553008213639,5.490914389838508e-08,0.00032097764778882265,0,1,0,100000,78.56296012178063
real,wide,high,47,1.4929055396351032e-06,7.302662561414763e-05,5.46849960869622e-08,0.00011854333570227027,0,1,1,100000,78.56296012178063
real,wide,high,48,1.3522789004127844e-06,0.0001588695013197139,9.787748922462924e-08,6.61120138829574e-05,0,1,1,100000,78.56296012178063
real,wide,high,49,8.661953074806661e-07,0.00023380815400741994,5.263321867232662e-08,4.300473665352911e-05,1,0,1,100000,78.56296012178063
real,wide,high,50,1.4399727206182433e-06,0.00022641781833954155,1.0055970278699533e-07,0.0002057279198197648,0,1,0,100000,78.56296012178063
real,wide,high,51,1.309054368903162e-06,0.0007595022907480597,3.58844118863999e-08,2.7634145226329565e-05,1,0,1,100000,78.56296012178063
real,wide,high,52,9.276694754589698e-07,0.0010907817631959915,4.089574545673713e-08,2.26738047786057e-05,0,1,0,100000,78.56296012178063
real,wide,high,53,1.0439961215524818e-06,0.0010717064142227173,7.777607891057414e-08,5.992036312818527e-05,1,0,1,100000,78.56296012178063
real,wide,high,54,2.3745988073642366e-06,3.871454100590199e-05,4.2088252882876986e-08,5.475498619489372e-05,0,1,1,100000,78.56296012178063
real,wide,high,55,2.4122896320477594e-06,0.0004803790070582181,1.2021688178265322e-07,0.000242468377109617,0,1,1,100000,78.56296012178063
real,wide,high,56,1.3392674418355455e-06,0.00035113171907141805,5.4079055900047024e-08,2.643725019879639e-05,1,0,1,100000,78.56296012178063
real,wide,high,57,1.7032299410857377e-06,0.00017800551722757518,3.078157817526517e-08,5.2733608754351735e-05,1,0,1,100000,78.56296012178063
real,wide,high,58,1.189124986922252e-06,0.0002967449545394629,4.005387310712649e-08,0.0003235256008338183,0,1,1,100000,78.56296012178063
real,wide,high,59,3.044373897864716e-06,0.00021370526519604027,1.259329849290225e-07,0.00013129337457939982,0,1,1,100000,78.56296012178063
real,wide,high,60,1.7199540707224514e-06,7.6755735790357e-05,4.8190340606879545e-08,0.00027883154689334333,0,1,1,100000,78.56296012178063
real,wide,high,61,1.179818355012685e-06,2.9558910682681017e-05,4.489593763423727e-08,0.00014534314686898142,0,1,1,100000,78.56296012178063
real,wide,high,62,6.637592377956025e-06,0.0006354242796078324,4.441420031753296e-08,7.962202653288841e-05,0,1,0,100000,78.56296012178063
real,wide,high,63,9.472323085901735e-07,2.7129752197652124e-05,5.138788949921036e-08,8.307097596116364e-05,0,1,1,100000,78.56296012178063
real,0.75,high,0,7.757875550851168e-07,1.2206865903863218e-05,8.24853856329355e-08,3.047172140213661e-05,0,1,1,100000,78.55700474977493
